municipio,provincia,municipio_nombre_humano,precio_m2_alquiler,num_casas_alquiler
San Esteban de Zapardiel,Ávila,San Esteban de Zapardiel,-,0
San Esteban del Valle,Ávila,San Esteban del Valle,-,0
San García de Ingelmos,Ávila,San García de Ingelmos,-,0
San Juan de Gredos,Ávila,San Juan de Gredos,7.5,1
San Juan de la Encinilla,Ávila,San Juan de la Encinilla,-,0
San Juan de la Nava,Ávila,San Juan de la Nava,-,0
San Juan del Molinillo,Ávila,San Juan del Molinillo,-,0
San Juan del Olmo,Ávila,San Juan del Olmo,-,0
San Lorenzo de Tormes,Ávila,San Lorenzo de Tormes,-,0
San Martín de la Vega del Alberche,Ávila,San Martín de la Vega del Alberche,-,0
San Martín del Pimpollar,Ávila,San Martín del Pimpollar,-,0
San Miguel de Corneja,Ávila,San Miguel de Corneja,-,0
San Miguel de Serrezuela,Ávila,San Miguel de Serrezuela,-,0
San Pascual,Ávila,San Pascual,-,0
San Pedro del Arroyo,Ávila,San Pedro del Arroyo,-,0
San Vicente de Arévalo,Ávila,San Vicente de Arévalo,-,0
Sanchidrián,Ávila,Sanchidrián,4.58,3
Sanchorreja,Ávila,Sanchorreja,-,0
Santa Cruz de Pinares,Ávila,Santa Cruz de Pinares,3.7,1
Santa Cruz del Valle,Ávila,Santa Cruz del Valle,2.17,1
Santa María de los Caballeros,Ávila,Santa María de los Caballeros,-,0
Santa María del Arroyo,Ávila,Santa María del Arroyo,-,0
Santa María del Berrocal,Ávila,Santa María del Berrocal,-,0
Santa María del Cubillo,Ávila,Santa María del Cubillo,-,0
Santa María del Tiétar,Ávila,Santa María del Tiétar,3.94,3
Santiago del Collado,Ávila,Santiago del Collado,-,0
Santiago del Tormes,Ávila,Santiago del Tormes,-,0
Santo Domingo de las Posadas,Ávila,Santo Domingo de las Posadas,-,0
Santo Tomé de Zabarcos,Ávila,Santo Tomé de Zabarcos,-,0
Serrada (La),Ávila,La Serrada,6.66,4
Serranillos,Ávila,Serranillos,-,0
Sigeres,Ávila,Sigeres,-,0
Sinlabajos,Ávila,Sinlabajos,2.73,1
Solana de Ávila,Ávila,Solana de Ávila,13.33,1
Solana de Rioalmar,Ávila,Solana de Rioalmar,-,0
Solosancho,Ávila,Solosancho,-,0
Sotalbo,Ávila,Sotalbo,-,0
Sotillo de la Adrada,Ávila,Sotillo de la Adrada,5.15,6
Tiemblo (El),Ávila,El Tiemblo,5.8,6
Tiñosillos,Ávila,Tiñosillos,-,0
Tolbaños,Ávila,Tolbaños,4.38,1
Tormellas,Ávila,Tormellas,-,0
Tornadizos de Ávila,Ávila,Tornadizos de Ávila,5.0,1
Torre (La),Ávila,La Torre,-,0
Tórtoles,Ávila,Tórtoles,-,0
Umbrías,Ávila,Umbrías,-,0
Vadillo de la Sierra,Ávila,Vadillo de la Sierra,-,0
Valdecasa,Ávila,Valdecasa,-,0
Vega de Santa María,Ávila,Vega de Santa María,-,0
Velayos,Ávila,Velayos,2.67,1
Villaflor,Ávila,Villaflor,2.2,1
Villafranca de la Sierra,Ávila,Villafranca de la Sierra,-,0
Villanueva de Ávila,Ávila,Villanueva de Ávila,-,0
Villanueva de Gómez,Ávila,Villanueva de Gómez,-,0
Villanueva del Aceral,Ávila,Villanueva del Aceral,-,0
Villanueva del Campillo,Ávila,Villanueva del Campillo,-,0
Villar de Corneja,Ávila,Villar de Corneja,-,0
Villarejo del Valle,Ávila,Villarejo del Valle,6.36,1
Villatoro,Ávila,Villatoro,8.57,1
Viñegra de Moraña,Ávila,Viñegra de Moraña,-,0
Vita,Ávila,Vita,-,0
Zapardiel de la Cañada,Ávila,Zapardiel de la Cañada,-,0
Zapardiel de la Ribera,Ávila,Zapardiel de la Ribera,-,0
Acedera,Badajoz,Acedera,-,0
Aceuchal,Badajoz,Aceuchal,3.5,1
Ahillones,Badajoz,Ahillones,-,0
Alange,Badajoz,Alange,-,0
Albuera (La),Badajoz,La Albuera,9.88,1
Alburquerque,Badajoz,Alburquerque,4.29,1
Alconchel,Badajoz,Alconchel,-,0
Alconera,Badajoz,Alconera,-,0
Aljucén,Badajoz,Aljucén,-,0
Almendral,Badajoz,Almendral,2.78,2
Almendralejo,Badajoz,Almendralejo,7.9,6
Arroyo de San Serván,Badajoz,Arroyo de San Serván,-,0
Atalaya,Badajoz,Atalaya,-,0
Azuaga,Badajoz,Azuaga,5.0,2
Badajoz,Badajoz,Badajoz,6.4,207
Barcarrota,Badajoz,Barcarrota,-,0
Baterno,Badajoz,Baterno,-,0
Benquerencia de la Serena,Badajoz,Benquerencia de la Serena,-,0
Berlanga,Badajoz,Berlanga,3.64,3
Bienvenida,Badajoz,Bienvenida,-,0
Bodonal de la Sierra,Badajoz,Bodonal de la Sierra,-,0
Burguillos del Cerro,Badajoz,Burguillos del Cerro,-,0
Cabeza del Buey,Badajoz,Cabeza del Buey,3.33,1
Cabeza la Vaca,Badajoz,Cabeza la Vaca,8.0,1
Calamonte,Badajoz,Calamonte,6.11,1
Calera de León,Badajoz,Calera de León,5.0,1
Calzadilla de los Barros,Badajoz,Calzadilla de los Barros,-,0
Campanario,Badajoz,Campanario,-,0
Campillo de Llerena,Badajoz,Campillo de Llerena,-,0
Capilla,Badajoz,Capilla,-,0
Carmonita,Badajoz,Carmonita,-,0
Carrascalejo (El),Badajoz,El Carrascalejo,-,0
Casas de Don Pedro,Badajoz,Casas de Don Pedro,-,0
Casas de Reina,Badajoz,Casas de Reina,-,0
Castilblanco,Badajoz,Castilblanco,3.0,1
Castuera,Badajoz,Castuera,3.44,9
Cheles,Badajoz,Cheles,-,0
Codosera (La),Badajoz,La Codosera,2.58,2
Cordobilla de Lácara,Badajoz,Cordobilla de Lácara,-,0
Coronada (La),Badajoz,La Coronada,-,0
Corte de Peleas,Badajoz,Corte de Peleas,-,0
Cristina,Badajoz,Cristina,-,0
Don Álvaro,Badajoz,Don Álvaro,-,0
Don Benito,Badajoz,Don Benito,5.54,15
Entrín Bajo,Badajoz,Entrín Bajo,-,0
Esparragalejo,Badajoz,Esparragalejo,-,0
Esparragosa de la Serena,Badajoz,Esparragosa de la Serena,-,0
Esparragosa de Lares,Badajoz,Esparragosa de Lares,-,0
Feria,Badajoz,Feria,-,0
Fregenal de la Sierra,Badajoz,Fregenal de la Sierra,3.52,6
Fuenlabrada de los Montes,Badajoz,Fuenlabrada de los Montes,7.0,1
Fuente de Cantos,Badajoz,Fuente de Cantos,-,0
Fuente del Arco,Badajoz,Fuente del Arco,-,0
Fuente del Maestre,Badajoz,Fuente del Maestre,3.5,5
Fuentes de León,Badajoz,Fuentes de León,-,0
Garbayuela,Badajoz,Garbayuela,-,0
Garlitos,Badajoz,Garlitos,-,0
Garrovilla (La),Badajoz,La Garrovilla,-,0
Granja de Torrehermosa,Badajoz,Granja de Torrehermosa,-,0
Guadiana,Badajoz,Guadiana,-,0
Guareña,Badajoz,Guareña,-,0
Haba (La),Badajoz,La Haba,-,0
Helechosa de los Montes,Badajoz,Helechosa de los Montes,-,0
Herrera del Duque,Badajoz,Herrera del Duque,4.86,10
Higuera de la Serena,Badajoz,Higuera de la Serena,-,0
Higuera de Llerena,Badajoz,Higuera de Llerena,-,0
Higuera de Vargas,Badajoz,Higuera de Vargas,-,0
Higuera la Real,Badajoz,Higuera la Real,3.0,1
Hinojosa del Valle,Badajoz,Hinojosa del Valle,2.58,2
Hornachos,Badajoz,Hornachos,4.0,1
Jerez de los Caballeros,Badajoz,Jerez de los Caballeros,3.57,3
Lapa (La),Badajoz,La Lapa,-,0
Llera,Badajoz,Llera,-,0
Llerena,Badajoz,Llerena,3.92,2
Lobón,Badajoz,Lobón,4.21,1
Magacela,Badajoz,Magacela,-,0
Maguilla,Badajoz,Maguilla,-,0
Malcocinado,Badajoz,Malcocinado,2.0,1
Malpartida de la Serena,Badajoz,Malpartida de la Serena,-,0
Manchita,Badajoz,Manchita,-,0
Medellín,Badajoz,Medellín,-,0
Medina de las Torres,Badajoz,Medina de las Torres,-,0
Mengabril,Badajoz,Mengabril,-,0
Mérida,Badajoz,Mérida,-,59
Mirandilla,Badajoz,Mirandilla,-,0
Monesterio,Badajoz,Monesterio,2.55,2
Montemolín,Badajoz,Montemolín,-,0
Monterrubio de la Serena,Badajoz,Monterrubio de la Serena,2.31,3
Montijo,Badajoz,Montijo,-,0
Morera (La),Badajoz,La Morera,-,0
Nava de Santiago (La),Badajoz,La Nava de Santiago,-,0
Navalvillar de Pela,Badajoz,Navalvillar de Pela,3.06,3
Nogales,Badajoz,Nogales,-,0
Oliva de la Frontera,Badajoz,Oliva de la Frontera,4.58,1
Oliva de Mérida,Badajoz,Oliva de Mérida,-,0
Olivenza,Badajoz,Olivenza,5.03,3
Orellana de la Sierra,Badajoz,Orellana de la Sierra,8.27,3
Orellana la Vieja,Badajoz,Orellana la Vieja,7.56,4
Palomas,Badajoz,Palomas,-,0
Parra (La),Badajoz,La Parra,-,0
Peñalsordo,Badajoz,Peñalsordo,-,0
Peraleda del Zaucejo,Badajoz,Peraleda del Zaucejo,-,0
Puebla de Alcocer,Badajoz,Puebla de Alcocer,-,0
Puebla de la Calzada,Badajoz,Puebla de la Calzada,-,0
Puebla de la Reina,Badajoz,Puebla de la Reina,-,0
Puebla de Obando,Badajoz,Puebla de Obando,-,0
Puebla de Sancho Pérez,Badajoz,Puebla de Sancho Pérez,4.67,1
Puebla del Maestre,Badajoz,Puebla del Maestre,-,0
Puebla del Prior,Badajoz,Puebla del Prior,-,0
Pueblonuevo del Guadiana,Badajoz,Pueblonuevo del Guadiana,-,0
Quintana de la Serena,Badajoz,Quintana de la Serena,-,0
Reina,Badajoz,Reina,-,0
Rena,Badajoz,Rena,-,0
Retamal de Llerena,Badajoz,Retamal de Llerena,-,0
Ribera del Fresno,Badajoz,Ribera del Fresno,-,0
Risco,Badajoz,Risco,-,0
Roca de la Sierra (La),Badajoz,La Roca de la Sierra,-,0
Salvaleón,Badajoz,Salvaleón,-,0
Salvatierra de los Barros,Badajoz,Salvatierra de los Barros,2.5,1
San Pedro de Mérida,Badajoz,San Pedro de Mérida,-,0
San Vicente de Alcántara,Badajoz,San Vicente de Alcántara,2.25,1
Sancti-Spíritus,Badajoz,Sancti-Spíritus,-,0
Santa Amalia,Badajoz,Santa Amalia,-,0
Santa Marta,Badajoz,Santa Marta,-,0
Santos de Maimona (Los),Badajoz,Los Santos de Maimona,3.46,4
Segura de León,Badajoz,Segura de León,-,0
Siruela,Badajoz,Siruela,2.47,2
Solana de los Barros,Badajoz,Solana de los Barros,-,0
Talarrubias,Badajoz,Talarrubias,3.25,9
Talavera la Real,Badajoz,Talavera la Real,2.92,2
Táliga,Badajoz,Táliga,-,0
Tamurejo,Badajoz,Tamurejo,-,0
Torre de Miguel Sesmero,Badajoz,Torre de Miguel Sesmero,-,0
Torremayor,Badajoz,Torremayor,-,0
Torremejía,Badajoz,Torremejía,-,0
Trasierra,Badajoz,Trasierra,-,0
Trujillanos,Badajoz,Trujillanos,-,0
Usagre,Badajoz,Usagre,-,0
Valdecaballeros,Badajoz,Valdecaballeros,3.79,1
Valdelacalzada,Badajoz,Valdelacalzada,-,0
Valdetorres,Badajoz,Valdetorres,-,0
Valencia de las Torres,Badajoz,Valencia de las Torres,-,0
Valencia del Mombuey,Badajoz,Valencia del Mombuey,-,0
Valencia del Ventoso,Badajoz,Valencia del Ventoso,-,0
Valle de la Serena,Badajoz,Valle de la Serena,-,0
Valle de Matamoros,Badajoz,Valle de Matamoros,-,0
Valle de Santa Ana,Badajoz,Valle de Santa Ana,-,0
Valverde de Burguillos,Badajoz,Valverde de Burguillos,-,0
Valverde de Leganés,Badajoz,Valverde de Leganés,-,0
Valverde de Llerena,Badajoz,Valverde de Llerena,-,0
Valverde de Mérida,Badajoz,Valverde de Mérida,1.79,1
Villafranca de los Barros,Badajoz,Villafranca de los Barros,4.52,2
Villagarcía de la Torre,Badajoz,Villagarcía de la Torre,-,0
Villagonzalo,Badajoz,Villagonzalo,-,0
Villalba de los Barros,Badajoz,Villalba de los Barros,-,0
Villanueva de la Serena,Badajoz,Villanueva de la Serena,4.15,9
Villanueva del Fresno,Badajoz,Villanueva del Fresno,-,0
Villar de Rena,Badajoz,Villar de Rena,-,0
Villar del Rey,Badajoz,Villar del Rey,-,0
Villarta de los Montes,Badajoz,Villarta de los Montes,-,0
Zafra,Badajoz,Zafra,4.82,23
Zahínos,Badajoz,Zahínos,-,0
Zalamea de la Serena,Badajoz,Zalamea de la Serena,-,0
Zarza (La),Badajoz,La Zarza,-,0
Zarza-Capilla,Badajoz,Zarza-Capilla,-,0
Alaior,Illes Balears,Alaior,-,0
Alaró,Illes Balears,Alaró,-,0
Alcúdia,Illes Balears,Alcúdia,-,0
Algaida,Illes Balears,Algaida,-,0
Andratx,Illes Balears,Andratx,-,0
Ariany,Illes Balears,Ariany,-,0
Artà,Illes Balears,Artà,-,0
Banyalbufar,Illes Balears,Banyalbufar,-,0
Binissalem,Illes Balears,Binissalem,-,0
Búger,Illes Balears,Búger,-,0
Bunyola,Illes Balears,Bunyola,-,0
Calvià,Illes Balears,Calvià,-,0
Campanet,Illes Balears,Campanet,-,0
Campos,Illes Balears,Campos,-,0
Capdepera,Illes Balears,Capdepera,-,0
Castell (Es),Illes Balears,Es Castell,-,0
Ciutadella de Menorca,Illes Balears,Ciutadella de Menorca,-,0
Consell,Illes Balears,Consell,-,0
Costitx,Illes Balears,Costitx,-,0
Deià,Illes Balears,Deià,-,0
Eivissa,Illes Balears,Eivissa,-,0
Escorca,Illes Balears,Escorca,-,0
Esporles,Illes Balears,Esporles,-,0
Estellencs,Illes Balears,Estellencs,-,0
Felanitx,Illes Balears,Felanitx,-,0
Ferreries,Illes Balears,Ferreries,-,0
Formentera,Illes Balears,Formentera,-,0
Fornalutx,Illes Balears,Fornalutx,-,0
Inca,Illes Balears,Inca,-,0
Lloret de Vistalegre,Illes Balears,Lloret de Vistalegre,-,0
Lloseta,Illes Balears,Lloseta,-,0
Llubí,Illes Balears,Llubí,-,0
Llucmajor,Illes Balears,Llucmajor,-,0
Manacor,Illes Balears,Manacor,-,0
Mancor de la Vall,Illes Balears,Mancor de la Vall,-,0
Maó-Mahón,Illes Balears,Maó-Mahón,-,0
Maria de la Salut,Illes Balears,Maria de la Salut,-,0
Marratxí,Illes Balears,Marratxí,-,0
Mercadal (Es),Illes Balears,Es Mercadal,-,0
Migjorn Gran (Es),Illes Balears,Es Migjorn Gran,-,0
Montuïri,Illes Balears,Montuïri,-,0
Muro,Illes Balears,Muro,-,0
Palma,Illes Balears,Palma,-,0
Petra,Illes Balears,Petra,-,0
Pobla (Sa),Illes Balears,Sa Pobla,-,0
Pollença,Illes Balears,Pollença,-,0
Porreres,Illes Balears,Porreres,-,0
Puigpunyent,Illes Balears,Puigpunyent,-,0
Salines (Ses),Illes Balears,Ses Salines,-,0
Sant Antoni de Portmany,Illes Balears,Sant Antoni de Portmany,-,0
Sant Joan,Illes Balears,Sant Joan,-,0
Sant Joan de Labritja,Illes Balears,Sant Joan de Labritja,-,0
Sant Josep de sa Talaia,Illes Balears,Sant Josep de sa Talaia,-,0
Sant Llorenç des Cardassar,Illes Balears,Sant Llorenç des Cardassar,-,0
Sant Lluís,Illes Balears,Sant Lluís,-,0
Santa Eugènia,Illes Balears,Santa Eugènia,-,0
Santa Eulària des Riu,Illes Balears,Santa Eulària des Riu,-,0
Santa Margalida,Illes Balears,Santa Margalida,-,0
Santa María del Camí,Illes Balears,Santa María del Camí,-,0
Santanyí,Illes Balears,Santanyí,-,0
Selva,Illes Balears,Selva,-,0
Sencelles,Illes Balears,Sencelles,-,0
Sineu,Illes Balears,Sineu,-,0
Sóller,Illes Balears,Sóller,-,0
Son Servera,Illes Balears,Son Servera,-,0
Valldemossa,Illes Balears,Valldemossa,-,0
Vilafranca de Bonany,Illes Balears,Vilafranca de Bonany,-,0
Abrera,Barcelona,Abrera,8.12,1
Aguilar de Segarra,Barcelona,Aguilar de Segarra,-,0
Aiguafreda,Barcelona,Aiguafreda,-,0
Alella,Barcelona,Alella,14.05,19
Alpens,Barcelona,Alpens,-,0
Ametlla del Vallès (L'),Barcelona,L' Ametlla del Vallès,-,0
Arenys de Mar,Barcelona,Arenys de Mar,12.87,12
Arenys de Munt,Barcelona,Arenys de Munt,10.52,3
Argençola,Barcelona,Argençola,-,0
Argentona,Barcelona,Argentona,10.66,12
Artés,Barcelona,Artés,7.27,7
Avià,Barcelona,Avià,-,0
Avinyó,Barcelona,Avinyó,7.04,2
Avinyonet del Penedès,Barcelona,Avinyonet del Penedès,8.96,3
Badalona,Barcelona,Badalona,13.72,124
Badia del Vallès,Barcelona,Badia del Vallès,-,0
Bagà,Barcelona,Bagà,10.06,3
Balenyà,Barcelona,Balenyà,-,0
Balsareny,Barcelona,Balsareny,5.76,2
Barberà del Vallès,Barcelona,Barberà del Vallès,10.31,7
Barcelona,Barcelona,Barcelona,-,5494
Begues,Barcelona,Begues,17.78,5
Bellprat,Barcelona,Bellprat,-,0
Berga,Barcelona,Berga,4.89,4
Bigues i Riells,Barcelona,Bigues i Riells,9.84,5
Borredà,Barcelona,Borredà,-,0
Bruc (El),Barcelona,El Bruc,9.84,1
Brull (El),Barcelona,El Brull,-,0
Cabanyes (Les),Barcelona,Les Cabanyes,-,0
Cabrera d'Anoia,Barcelona,Cabrera d'Anoia,-,0
Cabrera de Mar,Barcelona,Cabrera de Mar,15.93,10
Cabrils,Barcelona,Cabrils,8.39,16
Calaf,Barcelona,Calaf,8.15,1
Calders,Barcelona,Calders,-,0
Caldes de Montbui,Barcelona,Caldes de Montbui,9.1,8
Caldes d'Estrac,Barcelona,Caldes d'Estrac,-,0
Calella,Barcelona,Calella,9.66,8
Calldetenes,Barcelona,Calldetenes,-,0
Callús,Barcelona,Callús,5.71,2
Calonge de Segarra,Barcelona,Calonge de Segarra,-,0
Campins,Barcelona,Campins,7.73,3
Canet de Mar,Barcelona,Canet de Mar,9.62,9
Canovelles,Barcelona,Canovelles,17.4,4
Cànoves i Samalús,Barcelona,Cànoves i Samalús,3.41,2
Canyelles,Barcelona,Canyelles,-,0
Capellades,Barcelona,Capellades,5.22,2
Capolat,Barcelona,Capolat,-,0
Cardedeu,Barcelona,Cardedeu,9.89,13
Cardona,Barcelona,Cardona,4.55,2
Carme,Barcelona,Carme,-,0
Casserres,Barcelona,Casserres,-,0
Castell de l'Areny,Barcelona,Castell de l'Areny,-,0
Castellar de n'Hug,Barcelona,Castellar de n'Hug,-,0
Castellar del Riu,Barcelona,Castellar del Riu,-,0
Castellar del Vallès,Barcelona,Castellar del Vallès,inf,12
Castellbell i el Vilar,Barcelona,Castellbell i el Vilar,8.47,1
Castellbisbal,Barcelona,Castellbisbal,9.14,2
Castellcir,Barcelona,Castellcir,13.89,1
Castelldefels,Barcelona,Castelldefels,18.59,178
Castellet i la Gornal,Barcelona,Castellet i la Gornal,9.54,3
Castellfollit de Riubregós,Barcelona,Castellfollit de Riubregós,-,0
Castellfollit del Boix,Barcelona,Castellfollit del Boix,-,0
Castellgalí,Barcelona,Castellgalí,-,0
Castellnou de Bages,Barcelona,Castellnou de Bages,5.0,1
Castellolí,Barcelona,Castellolí,5.66,1
Castellterçol,Barcelona,Castellterçol,-,0
Castellví de la Marca,Barcelona,Castellví de la Marca,-,0
Castellví de Rosanes,Barcelona,Castellví de Rosanes,-,0
Centelles,Barcelona,Centelles,7.95,5
Cercs,Barcelona,Cercs,4.58,1
Cerdanyola del Vallès,Barcelona,Cerdanyola del Vallès,10.5,27
Cervelló,Barcelona,Cervelló,10.75,1
Collbató,Barcelona,Collbató,8.48,3
Collsuspina,Barcelona,Collsuspina,-,0
Copons,Barcelona,Copons,-,0
Corbera de Llobregat,Barcelona,Corbera de Llobregat,10.55,7
Cornellà de Llobregat,Barcelona,Cornellà de Llobregat,14.95,41
Cubelles,Barcelona,Cubelles,18.73,97
Dosrius,Barcelona,Dosrius,-,1
Esparreguera,Barcelona,Esparreguera,7.44,5
Esplugues de Llobregat,Barcelona,Esplugues de Llobregat,17.18,43
Espunyola (L'),Barcelona,L' Espunyola,-,0
Esquirol (L'),Barcelona,L' Esquirol,-,0
Estany (L'),Barcelona,L' Estany,-,0
Figaró-Montmany,Barcelona,Figaró-Montmany,-,0
Fígols,Barcelona,Fígols,-,0
Fogars de la Selva,Barcelona,Fogars de la Selva,10.26,1
Fogars de Montclús,Barcelona,Fogars de Montclús,-,0
Folgueroles,Barcelona,Folgueroles,-,0
Fonollosa,Barcelona,Fonollosa,11.25,1
Font-rubí,Barcelona,Font-rubí,-,0
Franqueses del Vallès (Les),Barcelona,Les Franqueses del Vallès,11.86,12
Gaià,Barcelona,Gaià,-,0
Gallifa,Barcelona,Gallifa,-,0
Garriga (La),Barcelona,La Garriga,9.5,8
Gavà,Barcelona,Gavà,25.95,51
Gelida,Barcelona,Gelida,6.97,2
Gironella,Barcelona,Gironella,5.4,3
Gisclareny,Barcelona,Gisclareny,-,0
Granada (La),Barcelona,La Granada,-,0
Granera,Barcelona,Granera,-,0
Granollers,Barcelona,Granollers,11.48,55
Gualba,Barcelona,Gualba,-,0
Guardiola de Berguedà,Barcelona,Guardiola de Berguedà,6.0,1
Gurb,Barcelona,Gurb,-,0
Hospitalet de Llobregat (L'),Barcelona,L' Hospitalet de Llobregat,-,0
Hostalets de Pierola (Els),Barcelona,Els Hostalets de Pierola,5.49,1
Igualada,Barcelona,Igualada,-,16
Jorba,Barcelona,Jorba,-,0
Llacuna (La),Barcelona,La Llacuna,5.3,4
Llagosta (La),Barcelona,La Llagosta,-,0
Lliçà d'Amunt,Barcelona,Lliçà d'Amunt,-,0
Lliçà de Vall,Barcelona,Lliçà de Vall,-,0
Llinars del Vallès,Barcelona,Llinars del Vallès,11.65,5
Lluçà,Barcelona,Lluçà,-,0
Malgrat de Mar,Barcelona,Malgrat de Mar,10.98,4
Malla,Barcelona,Malla,-,0
Manlleu,Barcelona,Manlleu,6.46,2
Manresa,Barcelona,Manresa,7.65,123
Marganell,Barcelona,Marganell,-,0
Martorell,Barcelona,Martorell,10.55,7
Martorelles,Barcelona,Martorelles,8.57,1
Masies de Roda (Le)s,Barcelona,Le Masies de Rodas,-,0
Masies de Voltregà (Le)s,Barcelona,Le Masies de Voltregàs,-,0
Masnou (El),Barcelona,El Masnou,13.49,21
Masquefa,Barcelona,Masquefa,5.82,4
Matadepera,Barcelona,Matadepera,10.18,3
Mataró,Barcelona,Mataró,10.57,61
Mediona,Barcelona,Mediona,7.31,1
Moià,Barcelona,Moià,4.19,2
Molins de Rei,Barcelona,Molins de Rei,10.96,11
Mollet del Vallès,Barcelona,Mollet del Vallès,9.88,22
Monistrol de Calders,Barcelona,Monistrol de Calders,-,0
Monistrol de Montserrat,Barcelona,Monistrol de Montserrat,6.25,1
Montcada i Reixac,Barcelona,Montcada i Reixac,10.27,17
Montclar,Barcelona,Montclar,-,0
Montesquiu,Barcelona,Montesquiu,-,0
Montgat,Barcelona,Montgat,13.23,10
Montmajor,Barcelona,Montmajor,-,0
Montmaneu,Barcelona,Montmaneu,0.77,1
Montmeló,Barcelona,Montmeló,6.18,1
Montornès del Vallès,Barcelona,Montornès del Vallès,-,0
Montseny,Barcelona,Montseny,-,0
Muntanyola,Barcelona,Muntanyola,6.9,1
Mura,Barcelona,Mura,-,0
Navarcles,Barcelona,Navarcles,8.75,4
Navàs,Barcelona,Navàs,7.96,2
Nou de Berguedà (La),Barcelona,La Nou de Berguedà,-,0
Òdena,Barcelona,Òdena,-,0
Olèrdola,Barcelona,Olèrdola,9.09,3
Olesa de Bonesvalls,Barcelona,Olesa de Bonesvalls,-,0
Olesa de Montserrat,Barcelona,Olesa de Montserrat,8.97,9
Olivella,Barcelona,Olivella,10.02,5
Olost,Barcelona,Olost,-,0
Olvan,Barcelona,Olvan,-,0
Orís,Barcelona,Orís,-,0
Oristà,Barcelona,Oristà,7.08,1
Orpí,Barcelona,Orpí,7.35,1
Òrrius,Barcelona,Òrrius,-,0
Pacs del Penedès,Barcelona,Pacs del Penedès,-,0
Palafolls,Barcelona,Palafolls,8.2,3
Palau-solità i Plegamans,Barcelona,Palau-solità i Plegamans,9.39,3
Pallejà,Barcelona,Pallejà,9.43,1
Palma de Cervelló (La),Barcelona,La Palma de Cervelló,7.92,1
Papiol (El),Barcelona,El Papiol,22.26,2
Parets del Vallès,Barcelona,Parets del Vallès,8.7,9
Perafita,Barcelona,Perafita,-,0
Piera,Barcelona,Piera,9.28,4
Pineda de Mar,Barcelona,Pineda de Mar,10.61,11
Pla del Penedès (El),Barcelona,El Pla del Penedès,-,0
Pobla de Claramunt (La),Barcelona,La Pobla de Claramunt,8.34,2
Pobla de Lillet (La),Barcelona,La Pobla de Lillet,5.74,3
Polinyà,Barcelona,Polinyà,10.15,3
Pont de Vilomara i Rocafort (El),Barcelona,El Pont de Vilomara i Rocafort,8.68,2
Pontons,Barcelona,Pontons,-,0
Prat de Llobregat (El),Barcelona,El Prat de Llobregat,11.46,7
Prats de Lluçanès,Barcelona,Prats de Lluçanès,-,0
Prats de Rei (Els),Barcelona,Els Prats de Rei,-,0
Premià de Dalt,Barcelona,Premià de Dalt,11.85,9
Premià de Mar,Barcelona,Premià de Mar,12.71,13
Puigdàlber,Barcelona,Puigdàlber,-,0
Puig-reig,Barcelona,Puig-reig,6.27,2
Pujalt,Barcelona,Pujalt,-,0
Quar (La),Barcelona,La Quar,-,0
Rajadell,Barcelona,Rajadell,4.58,2
Rellinars,Barcelona,Rellinars,-,0
Ripollet,Barcelona,Ripollet,10.81,5
Roca del Vallès (La),Barcelona,La Roca del Vallès,10.74,6
Roda de Ter,Barcelona,Roda de Ter,-,0
Rubí,Barcelona,Rubí,10.6,47
Rubió,Barcelona,Rubió,-,0
Rupit i Pruit,Barcelona,Rupit i Pruit,-,0
Sabadell,Barcelona,Sabadell,10.98,154
Sagàs,Barcelona,Sagàs,-,0
Saldes,Barcelona,Saldes,-,0
Sallent,Barcelona,Sallent,8.17,1
Sant Adrià de Besòs,Barcelona,Sant Adrià de Besòs,15.24,26
Sant Agustí de Lluçanès,Barcelona,Sant Agustí de Lluçanès,-,0
Sant Andreu de la Barca,Barcelona,Sant Andreu de la Barca,9.62,4
Sant Andreu de Llavaneres,Barcelona,Sant Andreu de Llavaneres,17.61,17
Sant Antoni de Vilamajor,Barcelona,Sant Antoni de Vilamajor,5.39,2
Sant Bartomeu del Grau,Barcelona,Sant Bartomeu del Grau,-,0
Sant Boi de Llobregat,Barcelona,Sant Boi de Llobregat,12.26,20
Sant Boi de Lluçanès,Barcelona,Sant Boi de Lluçanès,-,0
Sant Cebrià de Vallalta,Barcelona,Sant Cebrià de Vallalta,36.86,2
Sant Celoni,Barcelona,Sant Celoni,7.89,8
Sant Climent de Llobregat,Barcelona,Sant Climent de Llobregat,-,0
Sant Cugat del Vallès,Barcelona,Sant Cugat del Vallès,14.11,153
Sant Cugat Sesgarrigues,Barcelona,Sant Cugat Sesgarrigues,-,0
Sant Esteve de Palautordera,Barcelona,Sant Esteve de Palautordera,14.27,3
Sant Esteve Sesrovires,Barcelona,Sant Esteve Sesrovires,9.3,2
Sant Feliu de Codines,Barcelona,Sant Feliu de Codines,8.42,13
Sant Feliu de Llobregat,Barcelona,Sant Feliu de Llobregat,12.7,17
Sant Feliu Sasserra,Barcelona,Sant Feliu Sasserra,-,0
Sant Fost de Campsentelles,Barcelona,Sant Fost de Campsentelles,8.83,5
Sant Fruitós de Bages,Barcelona,Sant Fruitós de Bages,7.04,2
Sant Hipòlit de Voltregà,Barcelona,Sant Hipòlit de Voltregà,6.04,1
Sant Iscle de Vallalta,Barcelona,Sant Iscle de Vallalta,6.69,2
