municipio,provincia,municipio_nombre_humano
Fuente de Cantos,Badajoz,Fuente de Cantos
Fuente del Arco,Badajoz,Fuente del Arco
Fuente del Maestre,Badajoz,Fuente del Maestre
Fuentes de León,Badajoz,Fuentes de León
Garbayuela,Badajoz,Garbayuela
Garlitos,Badajoz,Garlitos
Garrovilla (La),Badajoz,La Garrovilla
Granja de Torrehermosa,Badajoz,Granja de Torrehermosa
Guadiana,Badajoz,Guadiana
Guareña,Badajoz,Guareña
Haba (La),Badajoz,La Haba
Helechosa de los Montes,Badajoz,Helechosa de los Montes
Herrera del Duque,Badajoz,Herrera del Duque
Higuera de la Serena,Badajoz,Higuera de la Serena
Higuera de Llerena,Badajoz,Higuera de Llerena
Higuera de Vargas,Badajoz,Higuera de Vargas
Higuera la Real,Badajoz,Higuera la Real
Hinojosa del Valle,Badajoz,Hinojosa del Valle
Hornachos,Badajoz,Hornachos
Jerez de los Caballeros,Badajoz,Jerez de los Caballeros
Lapa (La),Badajoz,La Lapa
Llera,Badajoz,Llera
Llerena,Badajoz,Llerena
Lobón,Badajoz,Lobón
Magacela,Badajoz,Magacela
Maguilla,Badajoz,Maguilla
Malcocinado,Badajoz,Malcocinado
Malpartida de la Serena,Badajoz,Malpartida de la Serena
Manchita,Badajoz,Manchita
Medellín,Badajoz,Medellín
Medina de las Torres,Badajoz,Medina de las Torres
Mengabril,Badajoz,Mengabril
Mérida,Badajoz,Mérida
Mirandilla,Badajoz,Mirandilla
Monesterio,Badajoz,Monesterio
Montemolín,Badajoz,Montemolín
Monterrubio de la Serena,Badajoz,Monterrubio de la Serena
Montijo,Badajoz,Montijo
Morera (La),Badajoz,La Morera
Nava de Santiago (La),Badajoz,La Nava de Santiago
Navalvillar de Pela,Badajoz,Navalvillar de Pela
Nogales,Badajoz,Nogales
Oliva de la Frontera,Badajoz,Oliva de la Frontera
Oliva de Mérida,Badajoz,Oliva de Mérida
Olivenza,Badajoz,Olivenza
Orellana de la Sierra,Badajoz,Orellana de la Sierra
Orellana la Vieja,Badajoz,Orellana la Vieja
Palomas,Badajoz,Palomas
Parra (La),Badajoz,La Parra
Peñalsordo,Badajoz,Peñalsordo
Peraleda del Zaucejo,Badajoz,Peraleda del Zaucejo
Puebla de Alcocer,Badajoz,Puebla de Alcocer
Puebla de la Calzada,Badajoz,Puebla de la Calzada
Puebla de la Reina,Badajoz,Puebla de la Reina
Puebla de Obando,Badajoz,Puebla de Obando
Puebla de Sancho Pérez,Badajoz,Puebla de Sancho Pérez
Puebla del Maestre,Badajoz,Puebla del Maestre
Puebla del Prior,Badajoz,Puebla del Prior
Pueblonuevo del Guadiana,Badajoz,Pueblonuevo del Guadiana
Quintana de la Serena,Badajoz,Quintana de la Serena
Reina,Badajoz,Reina
Rena,Badajoz,Rena
Retamal de Llerena,Badajoz,Retamal de Llerena
Ribera del Fresno,Badajoz,Ribera del Fresno
Risco,Badajoz,Risco
Roca de la Sierra (La),Badajoz,La Roca de la Sierra
Salvaleón,Badajoz,Salvaleón
Salvatierra de los Barros,Badajoz,Salvatierra de los Barros
San Pedro de Mérida,Badajoz,San Pedro de Mérida
San Vicente de Alcántara,Badajoz,San Vicente de Alcántara
Sancti-Spíritus,Badajoz,Sancti-Spíritus
Santa Amalia,Badajoz,Santa Amalia
Santa Marta,Badajoz,Santa Marta
Santos de Maimona (Los),Badajoz,Los Santos de Maimona
Segura de León,Badajoz,Segura de León
Siruela,Badajoz,Siruela
Solana de los Barros,Badajoz,Solana de los Barros
Talarrubias,Badajoz,Talarrubias
Talavera la Real,Badajoz,Talavera la Real
Táliga,Badajoz,Táliga
Tamurejo,Badajoz,Tamurejo
Torre de Miguel Sesmero,Badajoz,Torre de Miguel Sesmero
Torremayor,Badajoz,Torremayor
Torremejía,Badajoz,Torremejía
Trasierra,Badajoz,Trasierra
Trujillanos,Badajoz,Trujillanos
Usagre,Badajoz,Usagre
Valdecaballeros,Badajoz,Valdecaballeros
Valdelacalzada,Badajoz,Valdelacalzada
Valdetorres,Badajoz,Valdetorres
Valencia de las Torres,Badajoz,Valencia de las Torres
Valencia del Mombuey,Badajoz,Valencia del Mombuey
Valencia del Ventoso,Badajoz,Valencia del Ventoso
Valle de la Serena,Badajoz,Valle de la Serena
Valle de Matamoros,Badajoz,Valle de Matamoros
Valle de Santa Ana,Badajoz,Valle de Santa Ana
Valverde de Burguillos,Badajoz,Valverde de Burguillos
Valverde de Leganés,Badajoz,Valverde de Leganés
Valverde de Llerena,Badajoz,Valverde de Llerena
Valverde de Mérida,Badajoz,Valverde de Mérida
Villafranca de los Barros,Badajoz,Villafranca de los Barros
Villagarcía de la Torre,Badajoz,Villagarcía de la Torre
Villagonzalo,Badajoz,Villagonzalo
Villalba de los Barros,Badajoz,Villalba de los Barros
Villanueva de la Serena,Badajoz,Villanueva de la Serena
Villanueva del Fresno,Badajoz,Villanueva del Fresno
Villar de Rena,Badajoz,Villar de Rena
Villar del Rey,Badajoz,Villar del Rey
Villarta de los Montes,Badajoz,Villarta de los Montes
Zafra,Badajoz,Zafra
Zahínos,Badajoz,Zahínos
Zalamea de la Serena,Badajoz,Zalamea de la Serena
Zarza (La),Badajoz,La Zarza
Zarza-Capilla,Badajoz,Zarza-Capilla
Alaior,Illes Balears,Alaior
Alaró,Illes Balears,Alaró
Alcúdia,Illes Balears,Alcúdia
Algaida,Illes Balears,Algaida
Andratx,Illes Balears,Andratx
Ariany,Illes Balears,Ariany
Artà,Illes Balears,Artà
Banyalbufar,Illes Balears,Banyalbufar
Binissalem,Illes Balears,Binissalem
Búger,Illes Balears,Búger
Bunyola,Illes Balears,Bunyola
Calvià,Illes Balears,Calvià
Campanet,Illes Balears,Campanet
Campos,Illes Balears,Campos
Capdepera,Illes Balears,Capdepera
Castell (Es),Illes Balears,Es Castell
Ciutadella de Menorca,Illes Balears,Ciutadella de Menorca
Consell,Illes Balears,Consell
Costitx,Illes Balears,Costitx
Deià,Illes Balears,Deià
Eivissa,Illes Balears,Eivissa
Escorca,Illes Balears,Escorca
Esporles,Illes Balears,Esporles
Estellencs,Illes Balears,Estellencs
Felanitx,Illes Balears,Felanitx
Ferreries,Illes Balears,Ferreries
Formentera,Illes Balears,Formentera
Fornalutx,Illes Balears,Fornalutx
Inca,Illes Balears,Inca
Lloret de Vistalegre,Illes Balears,Lloret de Vistalegre
Lloseta,Illes Balears,Lloseta
Llubí,Illes Balears,Llubí
Llucmajor,Illes Balears,Llucmajor
Manacor,Illes Balears,Manacor
Mancor de la Vall,Illes Balears,Mancor de la Vall
Maó-Mahón,Illes Balears,Maó-Mahón
Maria de la Salut,Illes Balears,Maria de la Salut
Marratxí,Illes Balears,Marratxí
Mercadal (Es),Illes Balears,Es Mercadal
Migjorn Gran (Es),Illes Balears,Es Migjorn Gran
Montuïri,Illes Balears,Montuïri
Muro,Illes Balears,Muro
Palma,Illes Balears,Palma
Petra,Illes Balears,Petra
Pobla (Sa),Illes Balears,Sa Pobla
Pollença,Illes Balears,Pollença
Porreres,Illes Balears,Porreres
Puigpunyent,Illes Balears,Puigpunyent
Salines (Ses),Illes Balears,Ses Salines
Sant Antoni de Portmany,Illes Balears,Sant Antoni de Portmany
Sant Joan,Illes Balears,Sant Joan
Sant Joan de Labritja,Illes Balears,Sant Joan de Labritja
Sant Josep de sa Talaia,Illes Balears,Sant Josep de sa Talaia
Sant Llorenç des Cardassar,Illes Balears,Sant Llorenç des Cardassar
Sant Lluís,Illes Balears,Sant Lluís
Santa Eugènia,Illes Balears,Santa Eugènia
Santa Eulària des Riu,Illes Balears,Santa Eulària des Riu
Santa Margalida,Illes Balears,Santa Margalida
Santa María del Camí,Illes Balears,Santa María del Camí
Santanyí,Illes Balears,Santanyí
Selva,Illes Balears,Selva
Sencelles,Illes Balears,Sencelles
Sineu,Illes Balears,Sineu
Sóller,Illes Balears,Sóller
Son Servera,Illes Balears,Son Servera
Valldemossa,Illes Balears,Valldemossa
Vilafranca de Bonany,Illes Balears,Vilafranca de Bonany
Abrera,Barcelona,Abrera
Aguilar de Segarra,Barcelona,Aguilar de Segarra
Aiguafreda,Barcelona,Aiguafreda
Alella,Barcelona,Alella
Alpens,Barcelona,Alpens
Ametlla del Vallès (L'),Barcelona,L' Ametlla del Vallès
Arenys de Mar,Barcelona,Arenys de Mar
Arenys de Munt,Barcelona,Arenys de Munt
Argençola,Barcelona,Argençola
Argentona,Barcelona,Argentona
Artés,Barcelona,Artés
Avià,Barcelona,Avià
Avinyó,Barcelona,Avinyó
Avinyonet del Penedès,Barcelona,Avinyonet del Penedès
Badalona,Barcelona,Badalona
Badia del Vallès,Barcelona,Badia del Vallès
Bagà,Barcelona,Bagà
Balenyà,Barcelona,Balenyà
Balsareny,Barcelona,Balsareny
Barberà del Vallès,Barcelona,Barberà del Vallès
Barcelona,Barcelona,Barcelona
Begues,Barcelona,Begues
Bellprat,Barcelona,Bellprat
Berga,Barcelona,Berga
Bigues i Riells,Barcelona,Bigues i Riells
Borredà,Barcelona,Borredà
Bruc (El),Barcelona,El Bruc
Brull (El),Barcelona,El Brull
Cabanyes (Les),Barcelona,Les Cabanyes
Cabrera d'Anoia,Barcelona,Cabrera d'Anoia
Cabrera de Mar,Barcelona,Cabrera de Mar
Cabrils,Barcelona,Cabrils
Calaf,Barcelona,Calaf
Calders,Barcelona,Calders
Caldes de Montbui,Barcelona,Caldes de Montbui
Caldes d'Estrac,Barcelona,Caldes d'Estrac
Calella,Barcelona,Calella
Calldetenes,Barcelona,Calldetenes
Callús,Barcelona,Callús
Calonge de Segarra,Barcelona,Calonge de Segarra
Campins,Barcelona,Campins
Canet de Mar,Barcelona,Canet de Mar
Canovelles,Barcelona,Canovelles
Cànoves i Samalús,Barcelona,Cànoves i Samalús
Canyelles,Barcelona,Canyelles
Capellades,Barcelona,Capellades
Capolat,Barcelona,Capolat
Cardedeu,Barcelona,Cardedeu
Cardona,Barcelona,Cardona
Carme,Barcelona,Carme
Casserres,Barcelona,Casserres
Castell de l'Areny,Barcelona,Castell de l'Areny
Castellar de n'Hug,Barcelona,Castellar de n'Hug
Castellar del Riu,Barcelona,Castellar del Riu
Castellar del Vallès,Barcelona,Castellar del Vallès
Castellbell i el Vilar,Barcelona,Castellbell i el Vilar
Castellbisbal,Barcelona,Castellbisbal
Castellcir,Barcelona,Castellcir
Castelldefels,Barcelona,Castelldefels
Castellet i la Gornal,Barcelona,Castellet i la Gornal
Castellfollit de Riubregós,Barcelona,Castellfollit de Riubregós
Castellfollit del Boix,Barcelona,Castellfollit del Boix
Castellgalí,Barcelona,Castellgalí
Castellnou de Bages,Barcelona,Castellnou de Bages
Castellolí,Barcelona,Castellolí
Castellterçol,Barcelona,Castellterçol
Castellví de la Marca,Barcelona,Castellví de la Marca
Castellví de Rosanes,Barcelona,Castellví de Rosanes
Centelles,Barcelona,Centelles
Cercs,Barcelona,Cercs
Cerdanyola del Vallès,Barcelona,Cerdanyola del Vallès
Cervelló,Barcelona,Cervelló
Collbató,Barcelona,Collbató
Collsuspina,Barcelona,Collsuspina
Copons,Barcelona,Copons
Corbera de Llobregat,Barcelona,Corbera de Llobregat
Cornellà de Llobregat,Barcelona,Cornellà de Llobregat
Cubelles,Barcelona,Cubelles
Dosrius,Barcelona,Dosrius
Esparreguera,Barcelona,Esparreguera
Esplugues de Llobregat,Barcelona,Esplugues de Llobregat
Espunyola (L'),Barcelona,L' Espunyola
Esquirol (L'),Barcelona,L' Esquirol
Estany (L'),Barcelona,L' Estany
Figaró-Montmany,Barcelona,Figaró-Montmany
Fígols,Barcelona,Fígols
Fogars de la Selva,Barcelona,Fogars de la Selva
Fogars de Montclús,Barcelona,Fogars de Montclús
Folgueroles,Barcelona,Folgueroles
Fonollosa,Barcelona,Fonollosa
Font-rubí,Barcelona,Font-rubí
Franqueses del Vallès (Les),Barcelona,Les Franqueses del Vallès
Gaià,Barcelona,Gaià
Gallifa,Barcelona,Gallifa
Garriga (La),Barcelona,La Garriga
Gavà,Barcelona,Gavà
Gelida,Barcelona,Gelida
Gironella,Barcelona,Gironella
Gisclareny,Barcelona,Gisclareny
Granada (La),Barcelona,La Granada
Granera,Barcelona,Granera
Granollers,Barcelona,Granollers
Gualba,Barcelona,Gualba
Guardiola de Berguedà,Barcelona,Guardiola de Berguedà
Gurb,Barcelona,Gurb
Hospitalet de Llobregat (L'),Barcelona,L' Hospitalet de Llobregat
Hostalets de Pierola (Els),Barcelona,Els Hostalets de Pierola
Igualada,Barcelona,Igualada
Jorba,Barcelona,Jorba
Llacuna (La),Barcelona,La Llacuna
Llagosta (La),Barcelona,La Llagosta
Lliçà d'Amunt,Barcelona,Lliçà d'Amunt
Lliçà de Vall,Barcelona,Lliçà de Vall
Llinars del Vallès,Barcelona,Llinars del Vallès
Lluçà,Barcelona,Lluçà
Malgrat de Mar,Barcelona,Malgrat de Mar
Malla,Barcelona,Malla
Manlleu,Barcelona,Manlleu
Manresa,Barcelona,Manresa
Marganell,Barcelona,Marganell
Martorell,Barcelona,Martorell
Martorelles,Barcelona,Martorelles
Masies de Roda (Le)s,Barcelona,Le Masies de Rodas
Masies de Voltregà (Le)s,Barcelona,Le Masies de Voltregàs
Masnou (El),Barcelona,El Masnou
Masquefa,Barcelona,Masquefa
Matadepera,Barcelona,Matadepera
Mataró,Barcelona,Mataró
Mediona,Barcelona,Mediona
Moià,Barcelona,Moià
Molins de Rei,Barcelona,Molins de Rei
Mollet del Vallès,Barcelona,Mollet del Vallès
Monistrol de Calders,Barcelona,Monistrol de Calders
Monistrol de Montserrat,Barcelona,Monistrol de Montserrat
Montcada i Reixac,Barcelona,Montcada i Reixac
Montclar,Barcelona,Montclar
Montesquiu,Barcelona,Montesquiu
Montgat,Barcelona,Montgat
Montmajor,Barcelona,Montmajor
Montmaneu,Barcelona,Montmaneu
Montmeló,Barcelona,Montmeló
Montornès del Vallès,Barcelona,Montornès del Vallès
Montseny,Barcelona,Montseny
Muntanyola,Barcelona,Muntanyola
Mura,Barcelona,Mura
Navarcles,Barcelona,Navarcles
Navàs,Barcelona,Navàs
Nou de Berguedà (La),Barcelona,La Nou de Berguedà
Òdena,Barcelona,Òdena
Olèrdola,Barcelona,Olèrdola
Olesa de Bonesvalls,Barcelona,Olesa de Bonesvalls
Olesa de Montserrat,Barcelona,Olesa de Montserrat
Olivella,Barcelona,Olivella
Olost,Barcelona,Olost
Olvan,Barcelona,Olvan
Orís,Barcelona,Orís
Oristà,Barcelona,Oristà
Orpí,Barcelona,Orpí
Òrrius,Barcelona,Òrrius
Pacs del Penedès,Barcelona,Pacs del Penedès
Palafolls,Barcelona,Palafolls
Palau-solità i Plegamans,Barcelona,Palau-solità i Plegamans
Pallejà,Barcelona,Pallejà
Palma de Cervelló (La),Barcelona,La Palma de Cervelló
Papiol (El),Barcelona,El Papiol
Parets del Vallès,Barcelona,Parets del Vallès
Perafita,Barcelona,Perafita
Piera,Barcelona,Piera
Pineda de Mar,Barcelona,Pineda de Mar
Pla del Penedès (El),Barcelona,El Pla del Penedès
Pobla de Claramunt (La),Barcelona,La Pobla de Claramunt
Pobla de Lillet (La),Barcelona,La Pobla de Lillet
Polinyà,Barcelona,Polinyà
Pont de Vilomara i Rocafort (El),Barcelona,El Pont de Vilomara i Rocafort
Pontons,Barcelona,Pontons
Prat de Llobregat (El),Barcelona,El Prat de Llobregat
Prats de Lluçanès,Barcelona,Prats de Lluçanès
Prats de Rei (Els),Barcelona,Els Prats de Rei
Premià de Dalt,Barcelona,Premià de Dalt
Premià de Mar,Barcelona,Premià de Mar
Puigdàlber,Barcelona,Puigdàlber
Puig-reig,Barcelona,Puig-reig
Pujalt,Barcelona,Pujalt
Quar (La),Barcelona,La Quar
Rajadell,Barcelona,Rajadell
Rellinars,Barcelona,Rellinars
Ripollet,Barcelona,Ripollet
Roca del Vallès (La),Barcelona,La Roca del Vallès
Roda de Ter,Barcelona,Roda de Ter
Rubí,Barcelona,Rubí
Rubió,Barcelona,Rubió
Rupit i Pruit,Barcelona,Rupit i Pruit
Sabadell,Barcelona,Sabadell
Sagàs,Barcelona,Sagàs
Saldes,Barcelona,Saldes
Sallent,Barcelona,Sallent
Sant Adrià de Besòs,Barcelona,Sant Adrià de Besòs
Sant Agustí de Lluçanès,Barcelona,Sant Agustí de Lluçanès
Sant Andreu de la Barca,Barcelona,Sant Andreu de la Barca
Sant Andreu de Llavaneres,Barcelona,Sant Andreu de Llavaneres
Sant Antoni de Vilamajor,Barcelona,Sant Antoni de Vilamajor
Sant Bartomeu del Grau,Barcelona,Sant Bartomeu del Grau
Sant Boi de Llobregat,Barcelona,Sant Boi de Llobregat
Sant Boi de Lluçanès,Barcelona,Sant Boi de Lluçanès
Sant Cebrià de Vallalta,Barcelona,Sant Cebrià de Vallalta
Sant Celoni,Barcelona,Sant Celoni
Sant Climent de Llobregat,Barcelona,Sant Climent de Llobregat
Sant Cugat del Vallès,Barcelona,Sant Cugat del Vallès
Sant Cugat Sesgarrigues,Barcelona,Sant Cugat Sesgarrigues
Sant Esteve de Palautordera,Barcelona,Sant Esteve de Palautordera
Sant Esteve Sesrovires,Barcelona,Sant Esteve Sesrovires
Sant Feliu de Codines,Barcelona,Sant Feliu de Codines
Sant Feliu de Llobregat,Barcelona,Sant Feliu de Llobregat
Sant Feliu Sasserra,Barcelona,Sant Feliu Sasserra
Sant Fost de Campsentelles,Barcelona,Sant Fost de Campsentelles
Sant Fruitós de Bages,Barcelona,Sant Fruitós de Bages
Sant Hipòlit de Voltregà,Barcelona,Sant Hipòlit de Voltregà
Sant Iscle de Vallalta,Barcelona,Sant Iscle de Vallalta
Sant Jaume de Frontanyà,Barcelona,Sant Jaume de Frontanyà
Sant Joan de Vilatorrada,Barcelona,Sant Joan de Vilatorrada
Sant Joan Despí,Barcelona,Sant Joan Despí
Sant Julià de Cerdanyola,Barcelona,Sant Julià de Cerdanyola
Sant Julià de Vilatorta,Barcelona,Sant Julià de Vilatorta
Sant Just Desvern,Barcelona,Sant Just Desvern
Sant Llorenç d'Hortons,Barcelona,Sant Llorenç d'Hortons
Sant Llorenç Savall,Barcelona,Sant Llorenç Savall
Sant Martí d'Albars,Barcelona,Sant Martí d'Albars
Sant Martí de Centelles,Barcelona,Sant Martí de Centelles
Sant Martí de Tous,Barcelona,Sant Martí de Tous
Sant Martí Sarroca,Barcelona,Sant Martí Sarroca
Sant Martí Sesgueioles,Barcelona,Sant Martí Sesgueioles
Sant Mateu de Bages,Barcelona,Sant Mateu de Bages
Sant Pere de Ribes,Barcelona,Sant Pere de Ribes
Sant Pere de Riudebitlles,Barcelona,Sant Pere de Riudebitlles
Sant Pere de Torelló,Barcelona,Sant Pere de Torelló
Sant Pere de Vilamajor,Barcelona,Sant Pere de Vilamajor
Sant Pere Sallavinera,Barcelona,Sant Pere Sallavinera
Sant Pol de Mar,Barcelona,Sant Pol de Mar
Sant Quintí de Mediona,Barcelona,Sant Quintí de Mediona
Sant Quirze de Besora,Barcelona,Sant Quirze de Besora
Sant Quirze del Vallès,Barcelona,Sant Quirze del Vallès
Sant Quirze Safaja,Barcelona,Sant Quirze Safaja
Sant Sadurní d'Anoia,Barcelona,Sant Sadurní d'Anoia
Sant Sadurní d'Osormort,Barcelona,Sant Sadurní d'Osormort
Sant Salvador de Guardiola,Barcelona,Sant Salvador de Guardiola
Sant Vicenç de Castellet,Barcelona,Sant Vicenç de Castellet
Sant Vicenç de Montalt,Barcelona,Sant Vicenç de Montalt
Sant Vicenç de Torelló,Barcelona,Sant Vicenç de Torelló
Sant Vicenç dels Horts,Barcelona,Sant Vicenç dels Horts
Santa Cecília de Voltregà,Barcelona,Santa Cecília de Voltregà
Santa Coloma de Cervelló,Barcelona,Santa Coloma de Cervelló
Santa Coloma de Gramenet,Barcelona,Santa Coloma de Gramenet
Santa Eugènia de Berga,Barcelona,Santa Eugènia de Berga
Santa Eulàlia de Riuprimer,Barcelona,Santa Eulàlia de Riuprimer
Santa Eulàlia de Ronçana,Barcelona,Santa Eulàlia de Ronçana
Santa Fe del Penedès,Barcelona,Santa Fe del Penedès
Santa Margarida de Montbui,Barcelona,Santa Margarida de Montbui
Santa Margarida i els Monjos,Barcelona,Santa Margarida i els Monjos
Santa Maria de Besora,Barcelona,Santa Maria de Besora
Santa Maria de Martorelles,Barcelona,Santa Maria de Martorelles
Santa Maria de Merlès,Barcelona,Santa Maria de Merlès
Santa Maria de Miralles,Barcelona,Santa Maria de Miralles
Santa Maria de Palautordera,Barcelona,Santa Maria de Palautordera
Santa Maria d'Oló,Barcelona,Santa Maria d'Oló
Santa Perpètua de Mogoda,Barcelona,Santa Perpètua de Mogoda
Santa Susanna,Barcelona,Santa Susanna
Santpedor,Barcelona,Santpedor
Sentmenat,Barcelona,Sentmenat
Seva,Barcelona,Seva
Sitges,Barcelona,Sitges
Sobremunt,Barcelona,Sobremunt
Sora,Barcelona,Sora
Subirats,Barcelona,Subirats
Súria,Barcelona,Súria
Tagamanent,Barcelona,Tagamanent
Talamanca,Barcelona,Talamanca
Taradell,Barcelona,Taradell
Tavèrnoles,Barcelona,Tavèrnoles
Tavertet,Barcelona,Tavertet
Teià,Barcelona,Teià
Terrassa,Barcelona,Terrassa
Tiana,Barcelona,Tiana
Tona,Barcelona,Tona
Tordera,Barcelona,Tordera
Torelló,Barcelona,Torelló
Torre de Claramunt (La),Barcelona,La Torre de Claramunt
Torrelavit,Barcelona,Torrelavit
Torrelles de Foix,Barcelona,Torrelles de Foix
Torrelles de Llobregat,Barcelona,Torrelles de Llobregat
Ullastrell,Barcelona,Ullastrell
Vacarisses,Barcelona,Vacarisses
Vallbona d'Anoia,Barcelona,Vallbona d'Anoia
Vallcebre,Barcelona,Vallcebre
Vallgorguina,Barcelona,Vallgorguina
Vallirana,Barcelona,Vallirana
Vallromanes,Barcelona,Vallromanes
Veciana,Barcelona,Veciana
Vic,Barcelona,Vic
Vilada,Barcelona,Vilada
Viladecans,Barcelona,Viladecans
Viladecavalls,Barcelona,Viladecavalls
Vilafranca del Penedès,Barcelona,Vilafranca del Penedès
Vilalba Sasserra,Barcelona,Vilalba Sasserra
Vilanova de Sau,Barcelona,Vilanova de Sau
Vilanova del Camí,Barcelona,Vilanova del Camí
Vilanova del Vallès,Barcelona,Vilanova del Vallès
Vilanova i la Geltrú,Barcelona,Vilanova i la Geltrú
Vilassar de Dalt,Barcelona,Vilassar de Dalt
Vilassar de Mar,Barcelona,Vilassar de Mar
Vilobí del Penedès,Barcelona,Vilobí del Penedès
Viver i Serrateix,Barcelona,Viver i Serrateix
Abajas,Burgos,Abajas
Adrada de Haza,Burgos,Adrada de Haza
Aguas Cándidas,Burgos,Aguas Cándidas
Aguilar de Bureba,Burgos,Aguilar de Bureba
Albillos,Burgos,Albillos
Alcocero de Mola,Burgos,Alcocero de Mola
Alfoz de Bricia,Burgos,Alfoz de Bricia
Alfoz de Quintanadueñas,Burgos,Alfoz de Quintanadueñas
Alfoz de Santa Gadea,Burgos,Alfoz de Santa Gadea
Altable,Burgos,Altable
Altos (Los),Burgos,Los Altos
Ameyugo,Burgos,Ameyugo
Anguix,Burgos,Anguix
Aranda de Duero,Burgos,Aranda de Duero
Arandilla,Burgos,Arandilla
Arauzo de Miel,Burgos,Arauzo de Miel
Arauzo de Salce,Burgos,Arauzo de Salce
Arauzo de Torre,Burgos,Arauzo de Torre
Arcos,Burgos,Arcos
Arenillas de Riopisuerga,Burgos,Arenillas de Riopisuerga
Arija,Burgos,Arija
Arlanzón,Burgos,Arlanzón
Arraya de Oca,Burgos,Arraya de Oca
Atapuerca,Burgos,Atapuerca
Ausines (Los),Burgos,Los Ausines
Avellanosa de Muñó,Burgos,Avellanosa de Muñó
Bahabón de Esgueva,Burgos,Bahabón de Esgueva
Balbases (Los),Burgos,Los Balbases
Baños de Valdearados,Burgos,Baños de Valdearados
Bañuelos de Bureba,Burgos,Bañuelos de Bureba
Barbadillo de Herreros,Burgos,Barbadillo de Herreros
Barbadillo del Mercado,Burgos,Barbadillo del Mercado
Barbadillo del Pez,Burgos,Barbadillo del Pez
Barrio de Muñó,Burgos,Barrio de Muñó
Barrios de Bureba (Los),Burgos,Los Barrios de Bureba
Barrios de Colina,Burgos,Barrios de Colina
Basconcillos del Tozo,Burgos,Basconcillos del Tozo
Bascuñana,Burgos,Bascuñana
Belbimbre,Burgos,Belbimbre
Belorado,Burgos,Belorado
Berberana,Burgos,Berberana
Berlangas de Roa,Burgos,Berlangas de Roa
Berzosa de Bureba,Burgos,Berzosa de Bureba
Bozoó,Burgos,Bozoó
Brazacorta,Burgos,Brazacorta
Briviesca,Burgos,Briviesca
Bugedo,Burgos,Bugedo
Buniel,Burgos,Buniel
Burgos,Burgos,Burgos
Busto de Bureba,Burgos,Busto de Bureba
Cabañes de Esgueva,Burgos,Cabañes de Esgueva
Cabezón de la Sierra,Burgos,Cabezón de la Sierra
Caleruega,Burgos,Caleruega
Campillo de Aranda,Burgos,Campillo de Aranda
Campolara,Burgos,Campolara
