municipio,provincia,municipio_nombre_humano,codigo_INE
Palacios de Riopisuerga,Burgos,Palacios de Riopisuerga,9247
Palacios de Sanabria,Zamora,Palacios de Sanabria,49143
Palacios del Arzobispo,Salamanca,Palacios del Arzobispo,37226
Palacios del Pan,Zamora,Palacios del Pan,49142
Palacios del Sil,León,Palacios del Sil,24109
Palacios y Villafranca (Los),Sevilla,Los Palacios y Villafranca,41069
Palaciosrubios,Salamanca,Palaciosrubios,37228
Palafolls,Barcelona,Palafolls,8155
Palafrugell,Girona,Palafrugell,17117
Palamós,Girona,Palamós,17118
Palanques,Castellón,Palanques,12087
Palas de Rei,Lugo,Palas de Rei,27040
Palau d'Anglesola (El),Lleida,El Palau d'Anglesola,25158
Palau de Santa Eulàlia,Girona,Palau de Santa Eulàlia,17119
Palau-sator,Girona,Palau-sator,17121
Palau-saverdera,Girona,Palau-saverdera,17120
Palau-solità i Plegamans,Barcelona,Palau-solità i Plegamans,8156
Palazuelo de Vedija,Valladolid,Palazuelo de Vedija,47109
Palazuelos de Eresma,Segovia,Palazuelos de Eresma,40155
Palazuelos de la Sierra,Burgos,Palazuelos de la Sierra,9248
Palazuelos de Muñó,Burgos,Palazuelos de Muñó,9249
Palencia,Palencia,Palencia,34120
Palencia de Negrilla,Salamanca,Palencia de Negrilla,37229
Palenciana,Córdoba,Palenciana,14048
Palenzuela,Palencia,Palenzuela,34121
Pallaresos (Els),Tarragona,Els Pallaresos,43100
Pallejà,Barcelona,Pallejà,8157
Palma,Illes Balears,Palma,7040
Palma d'Ebre (La),Tarragona,La Palma d'Ebre,43099
Palma de Cervelló (La),Barcelona,La Palma de Cervelló,8905
Palma de Gandía,Valencia,Palma de Gandía,46187
Palma del Condado (La),Huelva,La Palma del Condado,21054
Palma del Río,Córdoba,Palma del Río,14049
Pálmaces de Jadraque,Guadalajara,Pálmaces de Jadraque,19208
Palmar de Troya (El),Sevilla,El Palmar de Troya,41904
Palmas de Gran Canaria (Las),Las Palmas,Las Palmas de Gran Canaria,35016
Palmera,Valencia,Palmera,46188
Palo,Huesca,Palo,22168
Palol de Revardit,Girona,Palol de Revardit,17123
Palomar (el),Valencia,el Palomar,46189
Palomar de Arroyos,Teruel,Palomar de Arroyos,44176
Palomares del Campo,Cuenca,Palomares del Campo,16148
Palomares del Río,Sevilla,Palomares del Río,41070
Palomas,Badajoz,Palomas,6098
Palomeque,Toledo,Palomeque,45127
Palomera,Cuenca,Palomera,16149
Palomero,Cáceres,Palomero,10137
Palos de la Frontera,Huelva,Palos de la Frontera,21055
Pals,Girona,Pals,17124
Pampaneira,Granada,Pampaneira,18151
Pampliega,Burgos,Pampliega,9250
Pamplona/Iruña,Navarra,Pamplona/Iruña,31201
Pancorbo,Burgos,Pancorbo,9251
Pancrudo,Teruel,Pancrudo,44177
Paniza,Zaragoza,Paniza,50200
Panticosa,Huesca,Panticosa,22170
Pantoja,Toledo,Pantoja,45128
Pantón,Lugo,Pantón,27041
Papatrigo,Ávila,Papatrigo,5179
Papiol (El),Barcelona,El Papiol,8158
Paracuellos,Cuenca,Paracuellos,16150
Paracuellos de Jarama,Madrid,Paracuellos de Jarama,28104
Paracuellos de Jiloca,Zaragoza,Paracuellos de Jiloca,50201
Paracuellos de la Ribera,Zaragoza,Paracuellos de la Ribera,50202
Parada de Arriba,Salamanca,Parada de Arriba,37230
Parada de Rubiales,Salamanca,Parada de Rubiales,37231
Parada de Sil,Ourense,Parada de Sil,32057
Paradas,Sevilla,Paradas,41071
Paradela,Lugo,Paradela,27042
Paradinas de San Juan,Salamanca,Paradinas de San Juan,37232
Páramo (O),Lugo,O Páramo,27043
Páramo de Boedo,Palencia,Páramo de Boedo,34122
Páramo del Sil,León,Páramo del Sil,24110
Parauta,Málaga,Parauta,29077
Parcent,Alicante,Parcent,3100
Pardilla,Burgos,Pardilla,9253
Pardines,Girona,Pardines,17125
Pardos,Guadalajara,Pardos,19209
Paredes,Cuenca,Paredes,16151
Paredes de Escalona,Toledo,Paredes de Escalona,45129
Paredes de Nava,Palencia,Paredes de Nava,34123
Paredes de Sigüenza,Guadalajara,Paredes de Sigüenza,19210
Pareja,Guadalajara,Pareja,19211
Parets del Vallès,Barcelona,Parets del Vallès,8159
Parla,Madrid,Parla,28106
Parlavà,Girona,Parlavà,17126
Parra (La),Badajoz,La Parra,6099
Parra de las Vegas (La),Cuenca,La Parra de las Vegas,16152
Parral (El),Ávila,El Parral,5180
Parras de Castellote (Las),Teruel,Las Parras de Castellote,44178
Parres,Asturias,Parres,33045
Parrilla (La),Valladolid,La Parrilla,47110
Parrillas,Toledo,Parrillas,45130
Partaloa,Almería,Partaloa,4072
Partido de la Sierra en Tobalina,Burgos,Partido de la Sierra en Tobalina,9255
Pasaia,Gipuzkoa,Pasaia,20064
Pasarón de la Vera,Cáceres,Pasarón de la Vera,10138
Pascualcobo,Ávila,Pascualcobo,5181
Paso (El),Santa Cruz de Tenerife,El Paso,38027
Passanant i Belltall,Tarragona,Passanant i Belltall,43101
Pastores,Salamanca,Pastores,37233
Pastoriza (A),Lugo,A Pastoriza,27044
Pastrana,Guadalajara,Pastrana,19212
Pastriz,Zaragoza,Pastriz,50203
Paterna,Valencia,Paterna,46190
Paterna de Rivera,Cádiz,Paterna de Rivera,11025
Paterna del Campo,Huelva,Paterna del Campo,21056
Paterna del Madera,Albacete,Paterna del Madera,2058
Paterna del Río,Almería,Paterna del Río,4073
Patones,Madrid,Patones,28107
Pau,Girona,Pau,17128
Paüls,Tarragona,Paüls,43102
Pavías,Castellón,Pavías,12088
Paymogo,Huelva,Paymogo,21057
Payo (El),Salamanca,El Payo,37234
Payo de Ojeda,Palencia,Payo de Ojeda,34124
Pazos de Borbén,Pontevedra,Pazos de Borbén,36037
Pazuengos,La Rioja,Pazuengos,26113
Peal de Becerro,Jaén,Peal de Becerro,23066
Pechina,Almería,Pechina,4074
Pedernoso (El),Cuenca,El Pedernoso,16153
Pedrafita do Cebreiro,Lugo,Pedrafita do Cebreiro,27045
Pedraja de Portillo (La),Valladolid,La Pedraja de Portillo,47111
Pedrajas de San Esteban,Valladolid,Pedrajas de San Esteban,47112
Pedralba,Valencia,Pedralba,46191
Pedralba de la Pradería,Zamora,Pedralba de la Pradería,49145
Pedraza,Segovia,Pedraza,40156
Pedraza de Alba,Salamanca,Pedraza de Alba,37235
Pedraza de Campos,Palencia,Pedraza de Campos,34125
Pedregal (El),Guadalajara,El Pedregal,19213
Pedreguer,Alicante,Pedreguer,3101
Pedrera,Sevilla,Pedrera,41072
Pedret i Marzà,Girona,Pedret i Marzà,17129
Pedrezuela,Madrid,Pedrezuela,28108
Pedro Abad,Córdoba,Pedro Abad,14050
Pedro Bernardo,Ávila,Pedro Bernardo,5182
Pedro Martínez,Granada,Pedro Martínez,18152
Pedro Muñoz,Ciudad Real,Pedro Muñoz,13061
Pedro-Rodríguez,Ávila,Pedro-Rodríguez,5183
Pedroche,Córdoba,Pedroche,14051
Pedrola,Zaragoza,Pedrola,50204
Pedroñeras (Las),Cuenca,Las Pedroñeras,16154
Pedrosa de Duero,Burgos,Pedrosa de Duero,9256
Pedrosa de la Vega,Palencia,Pedrosa de la Vega,34126
Pedrosa de Río Úrbel,Burgos,Pedrosa de Río Úrbel,9259
Pedrosa del Páramo,Burgos,Pedrosa del Páramo,9257
Pedrosa del Príncipe,Burgos,Pedrosa del Príncipe,9258
Pedrosa del Rey,Valladolid,Pedrosa del Rey,47113
Pedrosas (Las),Zaragoza,Las Pedrosas,50205
Pedrosillo de Alba,Salamanca,Pedrosillo de Alba,37236
Pedrosillo de los Aires,Salamanca,Pedrosillo de los Aires,37237
Pedrosillo el Ralo,Salamanca,Pedrosillo el Ralo,37238
Pedroso,La Rioja,Pedroso,26114
Pedroso (El),Sevilla,El Pedroso,41073
Pedroso de Acim,Cáceres,Pedroso de Acim,10139
Pedroso de la Armuña (El),Salamanca,El Pedroso de la Armuña,37239
Pegalajar,Jaén,Pegalajar,23067
Pego,Alicante,Pego,3102
Pego (El),Zamora,El Pego,49146
Peguerinos,Ávila,Peguerinos,5184
Pelabravo,Salamanca,Pelabravo,37240
Pelahustán,Toledo,Pelahustán,45131
Pelarrodríguez,Salamanca,Pelarrodríguez,37241
Pelayos,Salamanca,Pelayos,37242
Pelayos de la Presa,Madrid,Pelayos de la Presa,28109
Pelayos del Arroyo,Segovia,Pelayos del Arroyo,40157
Peleagonzalo,Zamora,Peleagonzalo,49147
Peleas de Abajo,Zamora,Peleas de Abajo,49148
Peligros,Granada,Peligros,18153
Penagos,Cantabria,Penagos,39048
Penàguila,Alicante,Penàguila,3103
Penelles,Lleida,Penelles,25164
Peníscola/Peñíscola,Castellón,Peníscola/Peñíscola,12089
Peña (La),Salamanca,La Peña,37243
Peñacaballera,Salamanca,Peñacaballera,37244
Peñacerrada-Urizaharra,Álava,Peñacerrada-Urizaharra,1044
Peñafiel,Valladolid,Peñafiel,47114
Peñaflor,Sevilla,Peñaflor,41074
Peñaflor de Hornija,Valladolid,Peñaflor de Hornija,47115
Peñalba,Huesca,Peñalba,22172
Peñalba de Ávila,Ávila,Peñalba de Ávila,5185
Peñalén,Guadalajara,Peñalén,19214
Peñalsordo,Badajoz,Peñalsordo,6100
Peñalver,Guadalajara,Peñalver,19215
Peñamellera Alta,Asturias,Peñamellera Alta,33046
Peñamellera Baja,Asturias,Peñamellera Baja,33047
Peñaparda,Salamanca,Peñaparda,37245
Peñaranda de Bracamonte,Salamanca,Peñaranda de Bracamonte,37246
Peñaranda de Duero,Burgos,Peñaranda de Duero,9261
Peñarandilla,Salamanca,Peñarandilla,37247
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins,44179
Peñarroya-Pueblonuevo,Córdoba,Peñarroya-Pueblonuevo,14052
Peñarrubia,Cantabria,Peñarrubia,39049
Peñas de Riglos (Las),Huesca,Las Peñas de Riglos,22173
Peñas de San Pedro,Albacete,Peñas de San Pedro,2060
Peñascosa,Albacete,Peñascosa,2059
Peñausende,Zamora,Peñausende,49149
Pepino,Toledo,Pepino,45132
Peque,Zamora,Peque,49150
Pera (La),Girona,La Pera,17130
Peracense,Teruel,Peracense,44180
Perafita,Barcelona,Perafita,8160
Perafort,Tarragona,Perafort,43103
Peral (El),Cuenca,El Peral,16155
Peral de Arlanza,Burgos,Peral de Arlanza,9262
Peralada,Girona,Peralada,17132
Peraleda de la Mata,Cáceres,Peraleda de la Mata,10140
Peraleda de San Román,Cáceres,Peraleda de San Román,10141
Peraleda del Zaucejo,Badajoz,Peraleda del Zaucejo,6101
Peraleja (La),Cuenca,La Peraleja,16156
Peralejos,Teruel,Peralejos,44181
Peralejos de Abajo,Salamanca,Peralejos de Abajo,37248
Peralejos de Arriba,Salamanca,Peralejos de Arriba,37249
Peralejos de las Truchas,Guadalajara,Peralejos de las Truchas,19216
Perales,Palencia,Perales,34127
Perales de Tajuña,Madrid,Perales de Tajuña,28110
Perales del Alfambra,Teruel,Perales del Alfambra,44182
Perales del Puerto,Cáceres,Perales del Puerto,10142
Peralta de Alcofea,Huesca,Peralta de Alcofea,22174
Peralta de Calasanz,Huesca,Peralta de Calasanz,22175
Peralta/Azkoien,Navarra,Peralta/Azkoien,31202
Peraltilla,Huesca,Peraltilla,22176
Peralveche,Guadalajara,Peralveche,19217
Peramola,Lleida,Peramola,25165
Peranzanes,León,Peranzanes,24112
Perarrúa,Huesca,Perarrúa,22177
Perdigón (El),Zamora,El Perdigón,49151
Perdiguera,Zaragoza,Perdiguera,50206
Pereiro de Aguiar (O),Ourense,O Pereiro de Aguiar,43104
Perelló (El),Tarragona,El Perelló,32058
Pereña de la Ribera,Salamanca,Pereña de la Ribera,37250
Pereruela,Zamora,Pereruela,49152
Periana,Málaga,Periana,29079
Perilla de Castro,Zamora,Perilla de Castro,49153
Pernía (La),Palencia,La Pernía,34904
Peromingo,Salamanca,Peromingo,37251
Perosillo,Segovia,Perosillo,40158
Peroxa (A),Ourense,A Peroxa,32059
Pertusa,Huesca,Pertusa,22178
Pesaguero,Cantabria,Pesaguero,39050
Pescueza,Cáceres,Pescueza,10143
Pesga (La),Cáceres,La Pesga,10144
Pesoz,Asturias,Pesoz,33048
Pesquera,Cantabria,Pesquera,39051
Peza (La),Cuenca,La Pesquera,16157
Pesquera de Duero,Valladolid,Pesquera de Duero,47116
Petilla de Aragón,Navarra,Petilla de Aragón,31203
Petín,Ourense,Petín,32060
Petra,Illes Balears,Petra,7041
Picazo (El),Alicante,Petrer,3104
Petrés,Valencia,Petrés,46192
Pétrola,Albacete,Pétrola,2061
Peza (La),Granada,La Peza,18154
Pezuela de las Torres,Madrid,Pezuela de las Torres,28111
Pías,Zamora,Pías,49154
Picanya,Valencia,Picanya,46193
Picassent,Valencia,Picassent,46194
Picazo (El),Cuenca,El Picazo,16158
Picón,Ciudad Real,Picón,13062
Piedrabuena,Ciudad Real,Piedrabuena,13063
Piedrahíta,Ávila,Piedrahíta,5186
Piedrahita de Castro,Zamora,Piedrahita de Castro,49155
Piedralaves,Ávila,Piedralaves,5187
Piedramillera,Navarra,Piedramillera,31204
Piedras Albas,Cáceres,Piedras Albas,10145
Piedratajada,Zaragoza,Piedratajada,50207
Piélagos,Cantabria,Piélagos,39052
Piera,Barcelona,Piera,8161
Piérnigas,Burgos,Piérnigas,9265
Pilar de la Horadada,Alicante,Pilar de la Horadada,3902
Pilas,Sevilla,Pilas,41075
Piles,Valencia,Piles,46195
Piles (Les),Tarragona,Les Piles,43105
Piloña,Asturias,Piloña,33049
Pina de Ebro,Zaragoza,Pina de Ebro,50208
Pina de Montalgrao,Castellón,Pina de Montalgrao,12090
Pinar (El),Granada,El Pinar,18910
Pinar de El Hierro (El),Santa Cruz de Tenerife,El Pinar de El Hierro,38901
Pinarejo,Cuenca,Pinarejo,16159
Pinarejos,Segovia,Pinarejos,40159
Pinarnegrillo,Segovia,Pinarnegrillo,40160
Pineda de Gigüela,Cuenca,Pineda de Gigüela,16160
Pineda de la Sierra,Burgos,Pineda de la Sierra,9266
Pineda de Mar,Barcelona,Pineda de Mar,8163
Pineda Trasmonte,Burgos,Pineda Trasmonte,9267
Pinedas,Salamanca,Pinedas,37252
Pinell de Brai (El),Tarragona,El Pinell de Brai,43106
Pinell de Solsonès,Lleida,Pinell de Solsonès,25166
Pinet,Valencia,Pinet,46196
Pinilla de Jadraque,Guadalajara,Pinilla de Jadraque,19218
Pinilla de los Barruecos,Burgos,Pinilla de los Barruecos,9268
Pinilla de los Moros,Burgos,Pinilla de los Moros,9269
Pinilla de Molina,Guadalajara,Pinilla de Molina,19219
Pinilla de Toro,Zamora,Pinilla de Toro,49156
Pinilla del Campo,Soria,Pinilla del Campo,42139
Pinilla del Valle,Madrid,Pinilla del Valle,28112
Pinilla Trasmonte,Burgos,Pinilla Trasmonte,9270
Pinillos,La Rioja,Pinillos,26115
Pino (O),A Coruña,O Pino,15066
Pino de Tormes (El),Salamanca,El Pino de Tormes,37253
Pino del Oro,Zamora,Pino del Oro,49157
Pino del Río,Palencia,Pino del Río,34129
Pinofranqueado,Cáceres,Pinofranqueado,10146
Pinós,Lleida,Pinós,25167
Pinós (el)/Pinoso,Alicante,el Pinós/Pinoso,3105
Pinos Genil,Granada,Pinos Genil,18157
Pinos Puente,Granada,Pinos Puente,18158
Pinseque,Zaragoza,Pinseque,50209
Pintanos (Los),Zaragoza,Los Pintanos,50210
Pinto,Madrid,Pinto,28113
Piña de Campos,Palencia,Piña de Campos,34130
Piña de Esgueva,Valladolid,Piña de Esgueva,47117
Píñar,Granada,Píñar,18159
Piñel de Abajo,Valladolid,Piñel de Abajo,47118
Piñel de Arriba,Valladolid,Piñel de Arriba,47119
Piñero (El),Zamora,El Piñero,49158
Piñor,Ourense,Piñor,32061
Piñuécar-Gandullas,Madrid,Piñuécar-Gandullas,28114
Piornal,Cáceres,Piornal,10147
Pioz,Guadalajara,Pioz,19220
Piqueras,Guadalajara,Piqueras,19221
Piqueras del Castillo,Cuenca,Piqueras del Castillo,16161
Pira,Tarragona,Pira,43107
Piracés,Huesca,Piracés,22181
Pitarque,Teruel,Pitarque,44183
Pitiegua,Salamanca,Pitiegua,37254
Pitillas,Navarra,Pitillas,31205
Pizarra,Málaga,Pizarra,29080
Pizarral,Salamanca,Pizarral,37255
Pla de Santa Maria (El),Tarragona,El Pla de Santa Maria,43108
Pla del Penedès (El),Barcelona,El Pla del Penedès,8164
Plan,Huesca,Plan,22182
Planes,Alicante,Planes,3106
Planes d'Hostoles (Les),Girona,Les Planes d'Hostoles,17133
Planoles,Girona,Planoles,17134
Plans de Sió (Els),Lleida,Els Plans de Sió,25911
Plasencia,Cáceres,Plasencia,10148
Plasencia de Jalón,Zaragoza,Plasencia de Jalón,50211
Plasenzuela,Cáceres,Plasenzuela,10149
Pleitas,Zaragoza,Pleitas,50212
Plenas,Zaragoza,Plenas,50213
Plentzia,Bizkaia,Plentzia,48077
Pliego,Murcia,Pliego,30032
Plou,Teruel,Plou,44184
Poal (El),Lleida,El Poal,25168
Pobla (Sa),Illes Balears,Sa Pobla,7044
Pobla de Benifassà (la),Castellón,la Pobla de Benifassà,12093
Pobla de Cérvoles (La),Lleida,La Pobla de Cérvoles,25169
Pobla de Claramunt (La),Barcelona,La Pobla de Claramunt,8165
Pobla de Farnals (la),Valencia,la Pobla de Farnals,46199
Pobla de Lillet (La),Barcelona,La Pobla de Lillet,8166
Pobla de Mafumet (La),Tarragona,La Pobla de Mafumet,43109
Pobla de Massaluca (La),Tarragona,La Pobla de Massaluca,43110
Pobla de Montornès (La),Tarragona,La Pobla de Montornès,43111
Pobla de Segur (La),Lleida,La Pobla de Segur,25171
Pobla de Vallbona (la),Valencia,la Pobla de Vallbona,46202
Pobla del Duc (la),Valencia,la Pobla del Duc,46200
Pobla Llarga (la),Valencia,la Pobla Llarga,46203
Pobla Tornesa (la),Castellón,la Pobla Tornesa,12094
Población de Arroyo,Palencia,Población de Arroyo,34131
Población de Campos,Palencia,Población de Campos,34132
Población de Cerrato,Palencia,Población de Cerrato,34133
Pobladura de Pelayo García,León,Pobladura de Pelayo García,24113
Pobladura de Valderaduey,Zamora,Pobladura de Valderaduey,49160
Pobladura del Valle,Zamora,Pobladura del Valle,49159
Poblete,Ciudad Real,Poblete,13064
Poblets (els),Alicante,els Poblets,3901
Pobo (El),Teruel,El Pobo,44185
Pobo de Dueñas (El),Guadalajara,El Pobo de Dueñas,19222
Poboleda,Tarragona,Poboleda,43112
Pobra de Trives (A),Ourense,A Pobra de Trives,32063
Pobra do Brollón (A),Lugo,A Pobra do Brollón,27047
Pobra do Caramiñal (A),A Coruña,A Pobra do Caramiñal,15067
Poio,Pontevedra,Poio,36041
Pol,Lugo,Pol,27046
Pola de Gordón (La),León,La Pola de Gordón,24114
Polaciones,Cantabria,Polaciones,39053
Polán,Toledo,Polán,45133
Polanco,Cantabria,Polanco,39054
Polentinos,Palencia,Polentinos,34134
Poleñino,Huesca,Poleñino,22184
Polícar,Granada,Polícar,18161
Polinyà,Barcelona,Polinyà,8167
Polinyà de Xúquer,Valencia,Polinyà de Xúquer,46197
Pollença,Illes Balears,Pollença,7042
Pollos,Valladolid,Pollos,47121
Polop,Alicante,Polop,3107
Polopos,Granada,Polopos,18162
Pomar de Valdivia,Palencia,Pomar de Valdivia,34135
Pomer,Zaragoza,Pomer,50214
Ponferrada,León,Ponferrada,24115
Ponga,Asturias,Ponga,33050
Pont d'Armentera (El),Tarragona,El Pont d'Armentera,43113
Pont de Bar (El),Lleida,El Pont de Bar,25030
Pont de Molins,Girona,Pont de Molins,17135
Pont de Suert (El),Lleida,El Pont de Suert,25173
Pont de Vilomara i Rocafort (El),Barcelona,El Pont de Vilomara i Rocafort,8182
Ponte Caldelas,Pontevedra,Ponte Caldelas,36043
Ponteareas,Pontevedra,Ponteareas,36042
Ponteceso,A Coruña,Ponteceso,15068
Pontecesures,Pontevedra,Pontecesures,36044
Pontedeume,A Coruña,Pontedeume,15069
Pontedeva,Ourense,Pontedeva,32064
Pontenova (A),Lugo,A Pontenova,27048
Pontes de García Rodríguez (As),A Coruña,As Pontes de García Rodríguez,15070
Pontevedra,Pontevedra,Pontevedra,36038
Pontils,Tarragona,Pontils,43141
Pontons,Barcelona,Pontons,8168
Pontós,Girona,Pontós,17136
Ponts,Lleida,Ponts,25172
Porcuna,Jaén,Porcuna,23069
Porqueira,Ourense,Porqueira,32062
Porqueres,Girona,Porqueres,17137
Porrera,Tarragona,Porrera,43114
Porreres,Illes Balears,Porreres,7043
Porriño (O),Pontevedra,O Porriño,36039
Port de la Selva (El),Girona,El Port de la Selva,17140
Portaje,Cáceres,Portaje,10150
Portalrubio de Guadamejud,Cuenca,Portalrubio de Guadamejud,16162
Portas,Pontevedra,Portas,36040
Portbou,Girona,Portbou,17138
Portell de Morella,Castellón,Portell de Morella,12091
Portella (La),Lleida,La Portella,25174
Portellada (La),Teruel,La Portellada,44187
Portezuelo,Cáceres,Portezuelo,10151
Portilla,Cuenca,Portilla,16163
Portillo,Valladolid,Portillo,47122
Portillo de Soria,Soria,Portillo de Soria,42140
Portillo de Toledo,Toledo,Portillo de Toledo,45134
Porto,Zamora,Porto,49162
Porto do Son,A Coruña,Porto do Son,15071
Portomarín,Lugo,Portomarín,27049
Portugalete,Bizkaia,Portugalete,48078
Pórtugos,Granada,Pórtugos,18163
Porzuna,Ciudad Real,Porzuna,13065
Posada de Valdeón,León,Posada de Valdeón,24116
Posadas,Córdoba,Posadas,14053
Potes,Cantabria,Potes,39055
Potries,Valencia,Potries,46198
Poveda,Ávila,Poveda,5188
Poveda de la Sierra,Guadalajara,Poveda de la Sierra,19223
Poveda de las Cintas,Salamanca,Poveda de las Cintas,37256
Póveda de Soria (La),Soria,La Póveda de Soria,42141
Povedilla,Albacete,Povedilla,2062
Poyales del Hoyo,Ávila,Poyales del Hoyo,5189
Poyatos,Cuenca,Poyatos,16165
Poza de la Sal,Burgos,Poza de la Sal,9272
Poza de la Vega,Palencia,Poza de la Vega,34136
Pozal de Gallinas,Valladolid,Pozal de Gallinas,47123
Pozaldez,Valladolid,Pozaldez,47124
Pozalmuro,Soria,Pozalmuro,42142
Pozán de Vero,Huesca,Pozán de Vero,22186
Pozanco,Ávila,Pozanco,5190
Pozo Alcón,Jaén,Pozo Alcón,23070
Pozo Cañada,Albacete,Pozo Cañada,2901
Pozo de Almoguera,Guadalajara,Pozo de Almoguera,19224
Pozo de Guadalajara,Guadalajara,Pozo de Guadalajara,19225
Pozo de Urama,Palencia,Pozo de Urama,34137
Pozo-Lorente,Albacete,Pozo-Lorente,2064
Pozoamargo,Cuenca,Pozoamargo,16166
Pozoantiguo,Zamora,Pozoantiguo,49163
Pozoblanco,Córdoba,Pozoblanco,14054
Pozohondo,Albacete,Pozohondo,2063
Pozondón,Teruel,Pozondón,44189
Pozorrubielos de la Mancha,Cuenca,Pozorrubielos de la Mancha,16908
Pozorrubio de Santiago,Cuenca,Pozorrubio de Santiago,16167
Pozos de Hinojo,Salamanca,Pozos de Hinojo,37257
Pozuel de Ariza,Zaragoza,Pozuel de Ariza,50215
Pozuel del Campo,Teruel,Pozuel del Campo,44190
Pozuelo,Albacete,Pozuelo,2065
Pozuelo (El),Cuenca,El Pozuelo,16169
Pozuelo de Alarcón,Madrid,Pozuelo de Alarcón,28115
Pozuelo de Aragón,Zaragoza,Pozuelo de Aragón,50216
Pozuelo de Calatrava,Ciudad Real,Pozuelo de Calatrava,13066
Pozuelo de la Orden,Valladolid,Pozuelo de la Orden,47125
Pozuelo de Tábara,Zamora,Pozuelo de Tábara,49164
Pozuelo de Zarzón,Cáceres,Pozuelo de Zarzón,10152
Pozuelo del Páramo,León,Pozuelo del Páramo,24117
Pozuelo del Rey,Madrid,Pozuelo del Rey,28116
Pozuelos de Calatrava (Los),Ciudad Real,Los Pozuelos de Calatrava,13067
Prádanos de Bureba,Burgos,Prádanos de Bureba,9273
Prádanos de Ojeda,Palencia,Prádanos de Ojeda,34139
Pradejón,La Rioja,Pradejón,26117
Pradell de la Teixeta,Tarragona,Pradell de la Teixeta,43115
Prádena,Segovia,Prádena,40162
Prádena de Atienza,Guadalajara,Prádena de Atienza,19226
Prádena del Rincón,Madrid,Prádena del Rincón,28117
Prades,Tarragona,Prades,43116
Pradilla de Ebro,Zaragoza,Pradilla de Ebro,50217
Pradillo,La Rioja,Pradillo,26118
Prado,Zamora,Prado,49165
Prado de la Guzpeña,León,Prado de la Guzpeña,24118
Prado del Rey,Cádiz,Prado del Rey,11026
Pradoluengo,Burgos,Pradoluengo,9274
Prados Redondos,Guadalajara,Prados Redondos,19227
Pradosegar,Ávila,Pradosegar,5191
Prat de Comte,Tarragona,Prat de Comte,43117
Prat de Llobregat (El),Barcelona,El Prat de Llobregat,8169
Pratdip,Tarragona,Pratdip,43118
Prats de Lluçanès,Barcelona,Prats de Lluçanès,8171
Prats de Rei (Els),Barcelona,Els Prats de Rei,8170
Prats i Sansor,Lleida,Prats i Sansor,25175
Pravia,Asturias,Pravia,33051
Preixana,Lleida,Preixana,25176
Preixens,Lleida,Preixens,25177
Préjano,La Rioja,Préjano,26119
Premià de Dalt,Barcelona,Premià de Dalt,8230
Premià de Mar,Barcelona,Premià de Mar,8172
Presencio,Burgos,Presencio,9275
Preses (Les),Girona,Les Preses,17139
