municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta
Alpanseque,Soria,Alpanseque,-,-
Alpartir,Zaragoza,Alpartir,-,-
Alpedrete,Madrid,Alpedrete,2056.9,108
Alpens,Barcelona,Alpens,297.52,1
Alpeñés,Teruel,Alpeñés,-,-
Alpera,Albacete,Alpera,400.38,10
Alpicat,Lleida,Alpicat,1112.46,90
Alpuente,Valencia,Alpuente,-,-
Alpujarra de la Sierra,Granada,Alpujarra de la Sierra,770.39,37
Alqueria d'Asnar (l'),Alicante,L' Alqueria d'Asnar,-,-
Alqueria de la Comtessa (l'),Valencia,L' Alqueria de la Comtessa,-,-
Alqueries (les)/Alquerías del Niño Perdido,Castellón,Les Alqueries/Alquerías del Niño Perdido,872.77,95
Alquézar,Huesca,Alquézar,1593.46,5
Alquife,Granada,Alquife,470.72,4
Alsodux,Almería,Alsodux,797.76,5
Alt Àneu,Lleida,Alt Àneu,1437.5,35
Altable,Burgos,Altable,700.68,3
Altafulla,Tarragona,Altafulla,1855.57,80
Altarejos,Cuenca,Altarejos,255.0,1
Altea,Alicante,Altea,3024.01,2217
Altorricón,Huesca,Altorricón,880.58,8
Altos (Los),Burgos,Los Altos,307.97,6
Altsasu/Alsasua,Navarra,Altsasu,-,-
Altura,Castellón,Altura,682.47,69
Altzaga,Gipuzkoa,Altzaga,-,-
Altzo,Gipuzkoa,Altzo,1252.63,7
Alustante,Guadalajara,Alustante,489.31,6
Alzira,Valencia,Alzira,1211.53,1287
Amavida,Ávila,Amavida,298.75,3
Amayuelas de Arriba,Palencia,Amayuelas de Arriba,0,0
Ambel,Zaragoza,Ambel,-,-
Ambite,Madrid,Ambite,1035.79,17
Amer,Girona,Amer,1874.36,38
Ames,A Coruña,Ames,1106.55,299
Améscoa Baja,Navarra,Améscoa Baja,500.76,12
Ametlla de Mar (L'),Tarragona,L' Ametlla de Mar,-,-
Ametlla del Vallès (L'),Barcelona,L' Ametlla del Vallès,-,-
Ameyugo,Burgos,Ameyugo,794.1,6
Amezketa,Gipuzkoa,Amezketa,1764.71,10
Amieva,Asturias,Amieva,598.64,10
Amoeiro,Ourense,Amoeiro,1153.64,107
Amorebieta-Etxano,Bizkaia,Amorebieta-Etxano,2011.43,59
Amoroto,Bizkaia,Amoroto,833,1
Ampolla (L'),Tarragona,L' Ampolla,-,-
Amposta,Tarragona,Amposta,817.49,552
Ampudia,Palencia,Ampudia,833.93,6
Ampuero,Cantabria,Ampuero,1153.41,232
Amurrio,Álava,Amurrio,1747.25,31
Amusco,Palencia,Amusco,280.39,8
Amusquillo,Valladolid,Amusquillo,-,-
Anadón,Teruel,Anadón,-,-
Anaya,Segovia,Anaya,-,-
Anaya de Alba,Salamanca,Anaya de Alba,277.81,3
Anchuelo,Madrid,Anchuelo,793.36,12
Anchuras,Ciudad Real,Anchuras,480.86,5
Ancín/Antzin,Navarra,Ancín,-,-
Andavías,Zamora,Andavías,-,-
Andilla,Valencia,Andilla,-,-
Andoain,Gipuzkoa,Andoain,3876.25,42
Andorra,Teruel,Andorra,6815.99,2969
Andosilla,Navarra,Andosilla,1206.1,33
Andratx,Illes Balears,Andratx,2627.27,310
Andújar,Jaén,Andújar,1329.16,414
Anento,Zaragoza,Anento,-,-
Anglès,Girona,Anglès,1328.48,91
Anglesola,Lleida,Anglesola,641.52,9
Angón,Guadalajara,Angón,0,0
Anguciana,La Rioja,Anguciana,831.85,53
Angüés,Huesca,Angüés,-,-
Anguiano,La Rioja,Anguiano,701.83,7
Anguita,Guadalajara,Anguita,417.97,8
Anguix,Burgos,Anguix,200.0,1
Anievas,Cantabria,Anievas,-,-
Aniñón,Zaragoza,Aniñón,316.82,24
Anna,Valencia,Anna,-,-
Anoeta,Gipuzkoa,Anoeta,2849.76,16
Anquela del Ducado,Guadalajara,Anquela del Ducado,222.22,1
Anquela del Pedregal,Guadalajara,Anquela del Pedregal,568.18,1
Ansó,Huesca,Ansó,795.46,16
Ansoáin/Antsoain,Navarra,Ansoáin,-,-
Antas,Almería,Antas,961.9,35
Antas de Ulla,Lugo,Antas de Ulla,588.04,23
Antella,Valencia,Antella,-,-
Antequera,Málaga,Antequera,1183.53,489
Antigua,Las Palmas,Antigua,2632.5,154
Antigua (La),León,La Antigua,421.88,6
Antigüedad,Palencia,Antigüedad,-,-
Antillón,Huesca,Antillón,3481.01,1
Antzuola,Gipuzkoa,Antzuola,-,-
Anue,Navarra,Anue,2212.35,6
Añana,Álava,Añana,703.5,9
Añe,Segovia,Añe,-,-
Añón de Moncayo,Zaragoza,Añón de Moncayo,-,-
Añora,Córdoba,Añora,664.67,11
Añorbe,Navarra,Añorbe,1102.5,13
Añover de Tajo,Toledo,Añover de Tajo,1228.63,63
Añover de Tormes,Salamanca,Añover de Tormes,321.89,1
Aoiz/Agoitz,Navarra,Aoiz,-,-
Arabayona de Mógica,Salamanca,Arabayona de Mógica,-,-
Aracena,Huelva,Aracena,1248.27,133
Arafo,Santa Cruz de Tenerife,Arafo,1582.13,51
Aragüés del Puerto,Huesca,Aragüés del Puerto,-,-
Arahal,Sevilla,Arahal,-,-
Arahuetes,Segovia,Arahuetes,-,-
Araitz,Navarra,Araitz,767.41,6
Arakaldo,Bizkaia,Arakaldo,-,-
Arakil,Navarra,Arakil,1364.09,10
Arama,Gipuzkoa,Arama,-,-
Aramaio,Álava,Aramaio,1472.3,9
Aranarache/Aranaratxe,Navarra,Aranarache,-,-
Arancón,Soria,Arancón,-,-
Aranda de Duero,Burgos,Aranda de Duero,1103.02,348
Aranda de Moncayo,Zaragoza,Aranda de Moncayo,-,-
Arándiga,Zaragoza,Arándiga,-,-
Arandilla,Burgos,Arandilla,273.51,3
Arandilla del Arroyo,Cuenca,Arandilla del Arroyo,548.78,1
Aranga,A Coruña,Aranga,674.25,28
Aranguren,Navarra,Aranguren,51064.57,3
Aranjuez,Madrid,Aranjuez,1594.24,323
Arano,Navarra,Arano,0,0
Arantza,Navarra,Arantza,1212.38,3
Arantzazu,Bizkaia,Arantzazu,-,-
Aranzueque,Guadalajara,Aranzueque,845.76,9
Arañuel,Castellón,Arañuel,782.21,3
Arapiles,Salamanca,Arapiles,759.56,44
Aras,Navarra,Aras,289.39,2
Aras de los Olmos,Valencia,Aras de los Olmos,-,-
Arauzo de Miel,Burgos,Arauzo de Miel,330.39,6
Arauzo de Salce,Burgos,Arauzo de Salce,0,0
Arauzo de Torre,Burgos,Arauzo de Torre,0,0
Arbancón,Guadalajara,Arbancón,705.79,3
Arbeca,Lleida,Arbeca,277.13,28
Arbeteta,Guadalajara,Arbeteta,313.24,2
Arbizu,Navarra,Arbizu,897.02,5
Arbo,Pontevedra,Arbo,687.47,33
Arboç (L'),Tarragona,L' Arboç,-,-
Arboleas,Almería,Arboleas,1267.73,53
Arbolí,Tarragona,Arbolí,-,-
Arbúcies,Girona,Arbúcies,1176.04,155
Arcas,Cuenca,Arcas,-,-
Arce/Artzi,Navarra,Arce,1550.56,39
Arcediano,Salamanca,Arcediano,348.24,2
Arcenillas,Zamora,Arcenillas,-,-
Archena,Murcia,Archena,635.72,328
Árchez,Málaga,Árchez,1283.41,41
Archidona,Málaga,Archidona,1152.68,109
Arcicóllar,Toledo,Arcicóllar,-,-
Arco (El),Salamanca,El Arco,303.96,3
Arconada,Palencia,Arconada,249.47,4
Arcones,Segovia,Arcones,-,-
Arcos,Burgos,Arcos,943.44,41
Arcos (Los),Navarra,Los Arcos,824.8,44
Arcos de Jalón,Soria,Arcos de Jalón,-,-
Arcos de la Frontera,Cádiz,Arcos de la Frontera,34773.38,399
Arcos de la Polvorosa,Zamora,Arcos de la Polvorosa,-,-
Arcos de la Sierra,Cuenca,Arcos de la Sierra,0,0
Arcos de las Salinas,Teruel,Arcos de las Salinas,-,-
Ardales,Málaga,Ardales,876.81,44
Ardisa,Zaragoza,Ardisa,-,-
Ardón,León,Ardón,260.46,11
Areatza,Bizkaia,Areatza,-,-
Arellano,Navarra,Arellano,652.39,7
Arén,Huesca,Arén,821.07,21
Arenal (El),Ávila,El Arenal,745.78,25
Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio,229.38,15
Arenas,Málaga,Arenas,1650.41,64
Arenas de Iguña,Cantabria,Arenas de Iguña,-,-
Arenas de San Juan,Ciudad Real,Arenas de San Juan,419.72,19
Arenas de San Pedro,Ávila,Arenas de San Pedro,774.7,220
Arenas del Rey,Granada,Arenas del Rey,890.72,13
Arenillas,Soria,Arenillas,-,-
Arenillas de Riopisuerga,Burgos,Arenillas de Riopisuerga,173.57,2
Arens de Lledó,Teruel,Arens de Lledó,-,-
Arenys de Mar,Barcelona,Arenys de Mar,2565.26,265
Arenys de Munt,Barcelona,Arenys de Munt,1901.7,150
Arenzana de Abajo,La Rioja,Arenzana de Abajo,368.63,10
Arenzana de Arriba,La Rioja,Arenzana de Arriba,0,0
Ares,A Coruña,Ares,1230.89,154
Ares del Maestrat,Castellón,Ares del Maestrat,-,-
Areso,Navarra,Areso,0,0
Aretxabaleta,Gipuzkoa,Aretxabaleta,15000.0,19
Arevalillo,Ávila,Arevalillo,709.4,2
Arevalillo de Cega,Segovia,Arevalillo de Cega,-,-
Arévalo,Ávila,Arévalo,861.97,122
Arévalo de la Sierra,Soria,Arévalo de la Sierra,-,-
Argamasilla de Alba,Ciudad Real,Argamasilla de Alba,2777.78,118
Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava,694.47,124
Arganda del Rey,Madrid,Arganda del Rey,2379.69,183
Arganza,León,Arganza,438.5,20
Argañín,Zamora,Argañín,-,-
Argavieso,Huesca,Argavieso,342.23,2
Argecilla,Guadalajara,Argecilla,368.29,2
Argelaguer,Girona,Argelaguer,651.65,3
Argelita,Castellón,Argelita,842.56,3
Argençola,Barcelona,Argençola,-,-
Argente,Teruel,Argente,-,-
Argentera (L'),Tarragona,L' Argentera,-,-
Argentona,Barcelona,Argentona,1989.9,170
Argés,Toledo,Argés,1038.03,58
Argoños,Cantabria,Argoños,2108.31,85
Arguedas,Navarra,Arguedas,846.04,11
Arguis,Huesca,Arguis,746.23,6
Arguisuelas,Cuenca,Arguisuelas,0,0
Argujillo,Zamora,Argujillo,-,-
Aria,Navarra,Aria,0,0
Ariany,Illes Balears,Ariany,-,-
Aribe,Navarra,Aribe,0,0
Arico,Santa Cruz de Tenerife,Arico,1096.61,98
Arija,Burgos,Arija,971.67,10
Ariño,Teruel,Ariño,-,-
Ariza,Zaragoza,Ariza,-,-
Arjona,Jaén,Arjona,652.99,30
Arjonilla,Jaén,Arjonilla,541.4,18
Arlanzón,Burgos,Arlanzón,511.71,7
Armallones,Guadalajara,Armallones,0,0
Armañanzas,Navarra,Armañanzas,599.71,8
Armentera (L'),Girona,L' Armentera,-,-
Armenteros,Salamanca,Armenteros,307.35,7
Armilla,Granada,Armilla,1225.6,786
Armiñón,Álava,Armiñón,1213.58,18
Armuña,Segovia,Armuña,320.0,21
Armuña de Almanzora,Almería,Armuña de Almanzora,393.22,11
Armuña de Tajuña,Guadalajara,Armuña de Tajuña,639.82,10
Arnedillo,La Rioja,Arnedillo,936.54,17
Arnedo,La Rioja,Arnedo,770.88,38
Arnes,Tarragona,Arnes,-,-
Arnoia (A),Ourense,A Arnoia,1552.08,4
Arnuero,Cantabria,Arnuero,1790.2,205
Aroche,Huelva,Aroche,567.59,15
Arona,Santa Cruz de Tenerife,Arona,2156.25,1872
Arquillinos,Zamora,Arquillinos,-,-
Arquillos,Jaén,Arquillos,489.75,11
Arrabalde,Zamora,Arrabalde,-,-
Arraia-Maeztu,Álava,Arraia-Maeztu,1010.65,10
Arrancacepas,Cuenca,Arrancacepas,0,0
Arrankudiaga,Bizkaia,Arrankudiaga,-,-
Arrasate/Mondragón,Gipuzkoa,Arrasate,-,-
Arratzu,Bizkaia,Arratzu,-,-
Arratzua-Ubarrundia,Álava,Arratzua-Ubarrundia,1836.28,19
Arraya de Oca,Burgos,Arraya de Oca,436.97,2
Arrecife,Las Palmas,Arrecife,1598.54,466
Arredondo,Cantabria,Arredondo,-,-
Arres,Lleida,Arres,975.21,10
Arriate,Málaga,Arriate,1154.07,54
Arrieta,Bizkaia,Arrieta,-,-
Arrigorriaga,Bizkaia,Arrigorriaga,1500.0,25
Arroba de los Montes,Ciudad Real,Arroba de los Montes,329.72,5
Arróniz,Navarra,Arróniz,443.44,28
Arroyo de la Encomienda,Valladolid,Arroyo de la Encomienda,1593.71,405
Arroyo de la Luz,Cáceres,Arroyo de la Luz,586.68,48
Arroyo de las Fraguas,Guadalajara,Arroyo de las Fraguas,676.14,1
Arroyo de San Serván,Badajoz,Arroyo de San Serván,512.61,23
Arroyo del Ojanco,Jaén,Arroyo del Ojanco,433.83,12
Arroyomolinos,Cáceres,Arroyomolinos,255.41,13
Arroyomolinos,Madrid,Arroyomolinos,1951.67,123
Arroyomolinos de la Vera,Cáceres,Arroyomolinos de la Vera,295.16,14
Arroyomolinos de León,Huelva,Arroyomolinos de León,476.06,14
Arruazu,Navarra,Arruazu,0,0
Arrúbal,La Rioja,Arrúbal,781.61,9
Arsèguel,Lleida,Arsèguel,-,-
Artà,Illes Balears,Artà,1722.16,157
Artajona,Navarra,Artajona,663.25,18
Artana,Castellón,Artana,830.13,41
Artazu,Navarra,Artazu,642.36,3
Artea,Bizkaia,Artea,-,-
Arteixo,A Coruña,Arteixo,1195.72,371
Artenara,Las Palmas,Artenara,1032.64,9
Artés,Barcelona,Artés,1119.74,65
Artesa de Lleida,Lleida,Artesa de Lleida,769.87,16
Artesa de Segre,Lleida,Artesa de Segre,724.64,71
Artieda,Zaragoza,Artieda,-,-
Artzentales,Bizkaia,Artzentales,-,-
Artziniega,Álava,Artziniega,1161.19,22
Arucas,Las Palmas,Arucas,1456.82,271
Arzúa,A Coruña,Arzúa,760.61,47
Ascó,Tarragona,Ascó,-,-
Asín,Zaragoza,Asín,-,-
Aspa,Lleida,Aspa,275.35,6
Aspariegos,Zamora,Aspariegos,-,-
Asparrena,Álava,Asparrena,1294.4,22
Aspe,Alicante,Aspe,931.87,478
Asteasu,Gipuzkoa,Asteasu,2141.86,14
Astigarraga,Gipuzkoa,Astigarraga,2410.78,12
Astillero (El),Cantabria,El Astillero,1620.26,288
Astorga,León,Astorga,668.4,177
Astudillo,Palencia,Astudillo,557.25,16
Asturianos,Zamora,Asturianos,-,-
Atajate,Málaga,Atajate,865.49,7
Atalaya,Badajoz,Atalaya,2433.21,15
Atalaya (La),Salamanca,La Atalaya,0,0
Atalaya del Cañavate,Cuenca,Atalaya del Cañavate,326.09,1
Atanzón,Guadalajara,Atanzón,909.09,1
Atapuerca,Burgos,Atapuerca,646.6,8
Ataquines,Valladolid,Ataquines,-,-
Atarfe,Granada,Atarfe,884.11,548
Ataun,Gipuzkoa,Ataun,1817.63,26
Atazar (El),Madrid,El Atazar,-,-
Atea,Zaragoza,Atea,125.62,4
Ateca,Zaragoza,Ateca,-,-
Atez/Atetz,Navarra,Atez/Atetz,-,-
Atienza,Guadalajara,Atienza,740.55,13
Atxondo,Bizkaia,Atxondo,-,-
Atzeneta d'Albaida,Valencia,Atzeneta d'Albaida,-,-
Atzeneta del Maestrat,Castellón,Atzeneta del Maestrat,-,-
Atzúbia (l'),Alicante,L' Atzúbia,-,-
Aulesti,Bizkaia,Aulesti,-,-
Auñón,Guadalajara,Auñón,385.76,5
Auritz/Burguete,Navarra,Auritz,-,-
Ausejo,La Rioja,Ausejo,343.44,12
Ausejo de la Sierra,Soria,Ausejo de la Sierra,-,-
Ausines (Los),Burgos,Los Ausines,522.43,6
Autilla del Pino,Palencia,Autilla del Pino,541.45,4
Autillo de Campos,Palencia,Autillo de Campos,410.95,8
Autol,La Rioja,Autol,523.67,50
Aveinte,Ávila,Aveinte,355.56,1
Avellaneda,Ávila,Avellaneda,0,0
Avellanes i Santa Linya (Les),Lleida,Les Avellanes i Santa Linya,534.88,8
Avellanosa de Muñó,Burgos,Avellanosa de Muñó,0,0
Avià,Barcelona,Avià,773.33,32
Ávila,Ávila,Ávila,1274.94,850
Avilés,Asturias,Avilés,1405.19,1046
Avinyó,Barcelona,Avinyó,986.02,18
Avinyonet de Puigventós,Girona,Avinyonet de Puigventós,1695.1,40
Avinyonet del Penedès,Barcelona,Avinyonet del Penedès,1529.41,27
Avión,Ourense,Avión,329.07,5
Ayala/Aiara,Álava,Ayala,2148.31,228
Ayamonte,Huelva,Ayamonte,1677.23,654
Ayegui/Aiegi,Navarra,Ayegui,-,-
Ayerbe,Huesca,Ayerbe,668.48,29
Ayllón,Segovia,Ayllón,-,-
Ayna,Albacete,Ayna,451.25,17
Ayódar,Castellón,Ayódar,364.0,4
Ayoó de Vidriales,Zamora,Ayoó de Vidriales,-,-
Ayora,Valencia,Ayora,-,-
Ayuela,Palencia,Ayuela,0,0
Azagra,Navarra,Azagra,1130.34,18
Azaila,Teruel,Azaila,-,-
Azanuy-Alins,Huesca,Azanuy-Alins,250.86,5
Azara,Huesca,Azara,262.03,2
Azkoitia,Gipuzkoa,Azkoitia,-,-
Azlor,Huesca,Azlor,0,0
Aznalcázar,Sevilla,Aznalcázar,740.48,106
Aznalcóllar,Sevilla,Aznalcóllar,602.71,35
Azofra,La Rioja,Azofra,539.18,11
Azpeitia,Gipuzkoa,Azpeitia,-,-
Azuaga,Badajoz,Azuaga,632.96,48
Azuara,Zaragoza,Azuara,-,-
Azuébar,Castellón,Azuébar,813.01,5
Azuelo,Navarra,Azuelo,350.0,1
Azuqueca de Henares,Guadalajara,Azuqueca de Henares,1372.12,236
Azután,Toledo,Azután,-,-
Babilafuente,Salamanca,Babilafuente,582.68,15
Bacares,Almería,Bacares,652.67,3
Badajoz,Badajoz,Badajoz,1218,1655
Badalona,Barcelona,Badalona,2128.45,2074
Badarán,La Rioja,Badarán,470.7,14
Bádenas,Teruel,Bádenas,-,-
Badia del Vallès,Barcelona,Badia del Vallès,1530.14,50
Badolatosa,Sevilla,Badolatosa,-,-
Badules,Zaragoza,Badules,-,-
Baélls,Huesca,Baélls,580.47,3
Baena,Córdoba,Baena,515.01,113
Baeza,Jaén,Baeza,784.68,150
Bagà,Barcelona,Bagà,1343.75,28
Báguena,Teruel,Báguena,-,-
Bagüés,Zaragoza,Bagüés,-,-
Bahabón,Valladolid,Bahabón,-,-
Bahabón de Esgueva,Burgos,Bahabón de Esgueva,231.21,1
Baides,Guadalajara,Baides,0,0
Bailén,Jaén,Bailén,562.81,174
Bailo,Huesca,Bailo,1666.06,9
Baiona,Pontevedra,Baiona,2248.3,235
Baix Pallars,Lleida,Baix Pallars,888.8,5
Bakaiku,Navarra,Bakaiku,1495.39,3
Bakio,Bizkaia,Bakio,4028.69,29
Balaguer,Lleida,Balaguer,728.22,185
Balanegra,Almería,Balanegra,939.06,51
Balazote,Albacete,Balazote,834.11,16
Balbases (Los),Burgos,Los Balbases,427.18,8
Balboa,León,Balboa,602.22,2
Balconchán,Zaragoza,Balconchán,-,-
Baldellou,Huesca,Baldellou,0,0
Baleira,Lugo,Baleira,572.83,16
Balenyà,Barcelona,Balenyà,1272.22,72
Baliarrain,Gipuzkoa,Baliarrain,-,-
Ballestero (El),Albacete,El Ballestero,386.39,9
Ballesteros de Calatrava,Ciudad Real,Ballesteros de Calatrava,386.41,6
Ballobar,Huesca,Ballobar,490.2,1
Balmaseda,Bizkaia,Balmaseda,2246.44,105
Balones,Alicante,Balones,301.08,3
Balsa de Ves,Albacete,Balsa de Ves,309.91,9
Balsareny,Barcelona,Balsareny,821.69,49
Baltanás,Palencia,Baltanás,403.05,20
Baltar,Ourense,Baltar,389.49,9
Banastás,Huesca,Banastás,1152.6,3
Bande,Ourense,Bande,316.74,20
Banyalbufar,Illes Balears,Banyalbufar,-,-
Banyeres de Mariola,Alicante,Banyeres de Mariola,-,-
Banyeres del Penedès,Tarragona,Banyeres del Penedès,1178.01,109
Banyoles,Girona,Banyoles,2685.64,109
Baña (A),A Coruña,A Baña,768.47,11
Bañares,La Rioja,Bañares,533.18,16
Bañeza (La),León,La Bañeza,747.96,185
Bañobárez,Salamanca,Bañobárez,363.28,2
Bañón,Teruel,Bañón,-,-
Baños de Ebro/Mañueta,Álava,Baños de Ebro,-,-
Baños de la Encina,Jaén,Baños de la Encina,582.49,27
Baños de Molgas,Ourense,Baños de Molgas,341.1,22
Baños de Montemayor,Cáceres,Baños de Montemayor,-,-
Baños de Río Tobía,La Rioja,Baños de Río Tobía,703.22,17
Baños de Rioja,La Rioja,Baños de Rioja,613.41,23
Baños de Tajo,Guadalajara,Baños de Tajo,0,0
Baños de Valdearados,Burgos,Baños de Valdearados,400.4,11
Bañuelos,Guadalajara,Bañuelos,72.22,1
Bañuelos de Bureba,Burgos,Bañuelos de Bureba,350.0,1
Baquerín de Campos,Palencia,Baquerín de Campos,0,0
Barajas de Melo,Cuenca,Barajas de Melo,686.59,59
Barakaldo,Bizkaia,Barakaldo,3323.72,1091
Baralla,Lugo,Baralla,613.46,21
Barañáin/Barañain,Navarra,Barañáin,1717.53,24
Baraona,Soria,Baraona,97.28,6
Barásoain,Navarra,Barásoain,1150.27,6
Barbadás,Ourense,Barbadás,1306.15,278
Barbadillo,Salamanca,Barbadillo,389.23,12
Barbadillo de Herreros,Burgos,Barbadillo de Herreros,660.26,2
Barbadillo del Mercado,Burgos,Barbadillo del Mercado,630.2,3
Barbadillo del Pez,Burgos,Barbadillo del Pez,199.0,2
Barbalos,Salamanca,Barbalos,0,0
Barbarin,Navarra,Barbarin,477.18,3
Barbastro,Huesca,Barbastro,933.26,102
Barbate,Cádiz,Barbate,2106.79,248
Barbens,Lleida,Barbens,348.27,7
Barberà de la Conca,Tarragona,Barberà de la Conca,-,-
Barberà del Vallès,Barcelona,Barberà del Vallès,1593.69,467
Bárboles,Zaragoza,Bárboles,-,-
Barbolla,Segovia,Barbolla,-,-
Barbués,Huesca,Barbués,319.19,2
Barbuñales,Huesca,Barbuñales,347.95,2
Barca,Soria,Barca,-,-
Bárcabo,Huesca,Bárcabo,666.33,7
Barcarrota,Badajoz,Barcarrota,515.07,42
Barcelona,Barcelona,Barcelona,6772.94,17847
Bárcena de Campos,Palencia,Bárcena de Campos,257.14,1
Bárcena de Cicero,Cantabria,Bárcena de Cicero,1046.68,399
Bárcena de Pie de Concha,Cantabria,Bárcena de Pie de Concha,-,-
Barceo,Salamanca,Barceo,0,0
Barchín del Hoyo,Cuenca,Barchín del Hoyo,639.85,4
Barcial de la Loma,Valladolid,Barcial de la Loma,-,-
Barcial del Barco,Zamora,Barcial del Barco,-,-
Barcience,Toledo,Barcience,669.29,28
Barco de Ávila (El),Ávila,El Barco de Ávila,826.38,60
Barco de Valdeorras (O),Ourense,O Barco de Valdeorras,816.43,124
Barcones,Soria,Barcones,-,-
Bardallur,Zaragoza,Bardallur,-,-
Bareyo,Cantabria,Bareyo,1737.65,123
Bargas,Toledo,Bargas,1140.79,124
Bargota,Navarra,Bargota,721.21,6
Barillas,Navarra,Barillas,300.06,3
Barjas,León,Barjas,40.4,1
Barlovento,Santa Cruz de Tenerife,Barlovento,-,-
Baronia de Rialb (La),Lleida,La Baronia de Rialb,402.59,3
Barracas,Castellón,Barracas,648.21,3
Barrachina,Teruel,Barrachina,-,-
Barraco (El),Ávila,El Barraco,237.07,74
Barrado,Cáceres,Barrado,279.17,7
Barrax,Albacete,Barrax,534.82,19
Barreiros,Lugo,Barreiros,1123.52,210
Barrika,Bizkaia,Barrika,2316.67,43
Barrio de Muñó,Burgos,Barrio de Muñó,0,0
Barriopedro,Guadalajara,Barriopedro,231.71,1
Barrios (Los),Cádiz,Los Barrios,1352.32,158
Barrios de Bureba (Los),Burgos,Los Barrios de Bureba,573.64,13
Barrios de Colina,Burgos,Barrios de Colina,1074.32,1
Barrios de Luna (Los),León,Los Barrios de Luna,213.92,7
Barro,Pontevedra,Barro,1114.43,38
Barromán,Ávila,Barromán,231.48,5
Barruecopardo,Salamanca,Barruecopardo,586.97,7
Barruelo de Santullán,Palencia,Barruelo de Santullán,413.19,56
Barruelo del Valle,Valladolid,Barruelo del Valle,-,-
Barrundia,Álava,Barrundia,1637.08,11
Barx,Valencia,Barx,-,-
Barxeta,Valencia,Barxeta,-,-
Basaburua,Navarra,Basaburua,1368.97,9
Basardilla,Segovia,Basardilla,-,-
Basauri,Bizkaia,Basauri,3223.6,222
Bàscara,Girona,Bàscara,841.67,24
Basconcillos del Tozo,Burgos,Basconcillos del Tozo,130.92,8
Báscones de Ojeda,Palencia,Báscones de Ojeda,708.33,1
Bascuñana,Burgos,Bascuñana,341.12,2
Bascuñana de San Pedro,Cuenca,Bascuñana de San Pedro,0,0
Bassella,Lleida,Bassella,529.79,1
Bastida (La),Salamanca,La Bastida,0,0
Batea,Tarragona,Batea,-,-
Baterno,Badajoz,Baterno,0,0
Batres,Madrid,Batres,1363.21,27
Bausen,Lleida,Bausen,1746.01,8
Bayárcal,Almería,Bayárcal,685.2,7
Bayarque,Almería,Bayarque,576.22,3
Bayubas de Abajo,Soria,Bayubas de Abajo,-,-
Bayubas de Arriba,Soria,Bayubas de Arriba,-,-
Baza,Granada,Baza,781.57,242
Baztan,Navarra,Baztan,987.97,47
Bea,Teruel,Bea,-,-
Beade,Ourense,Beade,747.11,15
Beamud,Cuenca,Beamud,317.1,2
Beariz,Ourense,Beariz,456.19,9
Beas,Huelva,Beas,1521.27,41
Beas de Granada,Granada,Beas de Granada,585.34,7
Beas de Guadix,Granada,Beas de Guadix,290.51,2
Beas de Segura,Jaén,Beas de Segura,493.8,57
Beasain,Gipuzkoa,Beasain,2988.89,159
Becedas,Ávila,Becedas,446.39,5
Becedillas,Ávila,Becedillas,337.04,6
Beceite,Teruel,Beceite,1250.0,25
Becerreá,Lugo,Becerreá,382.91,31
Becerril de Campos,Palencia,Becerril de Campos,494.91,19
Becerril de la Sierra,Madrid,Becerril de la Sierra,1738.4,50
Becilla de Valderaduey,Valladolid,Becilla de Valderaduey,-,-
Bédar,Almería,Bédar,1680.91,49
Bedia,Bizkaia,Bedia,-,-
Bedmar y Garcíez,Jaén,Bedmar y Garcíez,253.85,19
Begíjar,Jaén,Begíjar,396.02,22
Begonte,Lugo,Begonte,582.08,37
Begues,Barcelona,Begues,2166.08,138
Begur,Girona,Begur,3711.86,511
Beintza-Labaien,Navarra,Beintza-Labaien,-,-
Beire,Navarra,Beire,2067.36,9
Beires,Almería,Beires,369.57,1
Beizama,Gipuzkoa,Beizama,-,-
Béjar,Salamanca,Béjar,602.03,275
Bejís,Castellón,Bejís,595.67,23
Belalcázar,Córdoba,Belalcázar,736.88,44
Belascoáin,Navarra,Belascoáin,937.5,1
Belauntza,Gipuzkoa,Belauntza,-,-
Belbimbre,Burgos,Belbimbre,0,0
Belchite,Zaragoza,Belchite,-,-
Beleña,Salamanca,Beleña,377.68,3
Bèlgida,Valencia,Bèlgida,-,-
Belianes,Lleida,Belianes,534.48,4
Belinchón,Cuenca,Belinchón,405.43,11
Bell-lloc d'Urgell,Lleida,Bell-lloc d'Urgell,-,-
Bellaguarda,Lleida,Bellaguarda,200.46,2
Bellcaire d'Empordà,Girona,Bellcaire d'Empordà,-,-
Bellcaire d'Urgell,Lleida,Bellcaire d'Urgell,-,-
Bellmunt d'Urgell,Lleida,Bellmunt d'Urgell,-,-
Bellmunt del Priorat,Tarragona,Bellmunt del Priorat,-,-
Bello,Teruel,Bello,-,-
Bellprat,Barcelona,Bellprat,743.16,4
Bellpuig,Lleida,Bellpuig,699.16,58
Bellreguard,Valencia,Bellreguard,-,-
Bellús,Valencia,Bellús,-,-
Bellvei,Tarragona,Bellvei,1417.02,93
Bellver de Cerdanya,Lleida,Bellver de Cerdanya,2331.79,50
Bellvís,Lleida,Bellvís,523.74,5
Belmez,Córdoba,Belmez,401.82,40
