municipio,provincia,municipio_nombre_humano,codigo_ine,linea_costa_provincia,linea_montana_provincia
Puebla de Almenara,Cuenca,Puebla de Almenara,16172,2,2
Puebla de Almoradiel (La),Toledo,La Puebla de Almoradiel,45135,0,2
Puebla de Arenoso,Castellón,Puebla de Arenoso,12092,1,2
Puebla de Arganzón (La),Burgos,La Puebla de Arganzón,09276,2,2
Puebla de Azaba,Salamanca,Puebla de Azaba,37258,0,2
Puebla de Beleña,Guadalajara,Puebla de Beleña,19228,0,1
Puebla de Castro (La),Huesca,La Puebla de Castro,22187,2,1
Puebla de Cazalla (La),Sevilla,La Puebla de Cazalla,41077,2,0
Puebla de Don Fadrique,Granada,Puebla de Don Fadrique,18164,1,1
Puebla de Don Rodrigo,Ciudad Real,Puebla de Don Rodrigo,13068,3,2
Puebla de Guzmán,Huelva,Puebla de Guzmán,21058,1,0
Puebla de Híjar (La),Teruel,La Puebla de Híjar,44191,2,1
Puebla de la Calzada,Badajoz,Puebla de la Calzada,06103,3,0
Puebla de la Reina,Badajoz,Puebla de la Reina,06104,3,0
Puebla de la Sierra,Madrid,Puebla de la Sierra,28118,3,2
Puebla de Lillo,León,Puebla de Lillo,24121,2,1
Puebla de los Infantes (La),Sevilla,La Puebla de los Infantes,41078,2,0
Puebla de Montalbán (La),Toledo,La Puebla de Montalbán,45136,0,2
Puebla de Obando,Badajoz,Puebla de Obando,06107,3,0
Puebla de Pedraza,Segovia,Puebla de Pedraza,40163,3,1
Puebla de San Medel,Salamanca,Puebla de San Medel,37259,0,2
Puebla de San Miguel,Valencia,Puebla de San Miguel,46201,1,0
Puebla de Sanabria,Zamora,Puebla de Sanabria,49166,3,2
Puebla de Sancho Pérez,Badajoz,Puebla de Sancho Pérez,06108,3,0
Puebla de Valdavia (La),Palencia,La Puebla de Valdavia,34140,2,2
Puebla de Valles,Guadalajara,Puebla de Valles,19229,0,1
Puebla de Valverde (La),Teruel,La Puebla de Valverde,44192,2,1
Puebla de Yeltes,Salamanca,Puebla de Yeltes,37260,0,2
Puebla del Maestre,Badajoz,Puebla del Maestre,06105,3,0
Puebla del Príncipe,Ciudad Real,Puebla del Príncipe,13069,3,2
Puebla del Prior,Badajoz,Puebla del Prior,06106,3,0
Puebla del Río (La),Sevilla,La Puebla del Río,41079,2,0
Puebla del Salvador,Cuenca,Puebla del Salvador,16174,2,2
Pueblanueva (La),Toledo,La Pueblanueva,45137,0,2
Pueblica de Valverde,Zamora,Pueblica de Valverde,49167,3,2
Pueblonuevo de Miramontes,Cáceres,Pueblonuevo de Miramontes,10905,0,3
Pueblonuevo del Guadiana,Badajoz,Pueblonuevo del Guadiana,06902,3,0
Puendeluna,Zaragoza,Puendeluna,50220,2,1
Puente de Domingo Flórez,León,Puente de Domingo Flórez,24122,2,1
Puente de Génave,Jaén,Puente de Génave,23071,2,2
Puente de Montañana,Huesca,Puente de Montañana,22188,2,1
Puente del Arzobispo (El),Toledo,El Puente del Arzobispo,45138,0,2
Puente del Congosto,Salamanca,Puente del Congosto,37261,0,2
Puente Genil,Córdoba,Puente Genil,14056,2,2
Puente la Reina de Jaca,Huesca,Puente la Reina de Jaca,22902,2,1
Puente la Reina/Gares,Navarra,Puente la Reina/Gares,31206,2,2
Puente Viesgo,Cantabria,Puente Viesgo,39056,1,1
Puentedura,Burgos,Puentedura,09277,2,2
Puentes Viejas,Madrid,Puentes Viejas,28902,3,2
Puerta de Segura (La),Jaén,La Puerta de Segura,23072,2,2
Puertas,Salamanca,Puertas,37262,0,2
Puerto Castilla,Ávila,Puerto Castilla,05192,0,1
Puerto de Béjar,Salamanca,Puerto de Béjar,37263,0,2
Puerto de la Cruz,Santa Cruz de Tenerife,Puerto de la Cruz,38028,1,2
Puerto de San Vicente,Toledo,Puerto de San Vicente,45139,0,2
Puerto de Santa Cruz,Cáceres,Puerto de Santa Cruz,10153,0,3
Puerto de Santa María (El),Cádiz,El Puerto de Santa María,11027,1,0
Puerto del Rosario,Las Palmas,Puerto del Rosario,35017,1,2
Puerto Lápice,Ciudad Real,Puerto Lápice,13070,3,2
Puerto Lumbreras,Murcia,Puerto Lumbreras,30033,1,2
Puerto Moral,Huelva,Puerto Moral,21059,1,0
Puerto Real,Cádiz,Puerto Real,11028,1,0
Puerto Seguro,Salamanca,Puerto Seguro,37264,0,2
Puerto Serrano,Cádiz,Puerto Serrano,11029,1,0
Puértolas,Huesca,Puértolas,22189,2,1
Puertollano,Ciudad Real,Puertollano,13071,3,2
Puertomingalvo,Teruel,Puertomingalvo,44193,2,1
Pueyo,Navarra,Pueyo,31207,2,2
Pueyo de Araguás (El),Huesca,El Pueyo de Araguás,22190,2,1
Pueyo de Santa Cruz,Huesca,Pueyo de Santa Cruz,22193,2,1
Puig de Santa Maria (El),Valencia,El Puig de Santa Maria,46204,1,0
Puig-reig,Barcelona,Puig-reig,08175,1,2
Puigcerdà,Girona,Puigcerdà,17141,1,1
Puigdàlber,Barcelona,Puigdàlber,08174,1,2
Puiggròs,Lleida,Puiggròs,25180,2,1
Puigpelat,Tarragona,Puigpelat,43119,1,2
Puigpunyent,Illes Balears,Puigpunyent,07045,1,2
Puigverd d'Agramunt,Lleida,Puigverd d'Agramunt,25181,2,1
Puigverd de Lleida,Lleida,Puigverd de Lleida,25182,2,1
Pujalt,Barcelona,Pujalt,08176,1,2
Pujerra,Málaga,Pujerra,29081,1,2
Pulgar,Toledo,Pulgar,45140,0,2
Pulianas,Granada,Pulianas,18165,1,1
Pulpí,Almería,Pulpí,04075,1,2
Punta Umbría,Huelva,Punta Umbría,21060,1,0
Puntagorda,Santa Cruz de Tenerife,Puntagorda,38029,1,2
Puntallana,Santa Cruz de Tenerife,Puntallana,38030,1,2
Punxín,Ourense,Punxín,32065,2,2
Puras,Valladolid,Puras,47126,3,0
Purchena,Almería,Purchena,04076,1,2
Purujosa,Zaragoza,Purujosa,50221,2,1
Purullena,Granada,Purullena,18167,1,1
Quar (La),Barcelona,La Quar,08177,1,2
Quart,Girona,Quart,17142,1,1
Quart de les Valls,Valencia,Quart de les Valls,46101,1,0
Quart de Poblet,Valencia,Quart de Poblet,46102,1,0
Quartell,Valencia,Quartell,46103,1,0
Quatretonda,Valencia,Quatretonda,46104,1,0
Quatretondeta,Alicante,Quatretondeta,03060,1,3
Quel,La Rioja,Quel,26120,2,2
Quemada,Burgos,Quemada,09279,2,2
Quéntar,Granada,Quéntar,18168,1,1
Quer,Guadalajara,Quer,19230,0,1
Queralbs,Girona,Queralbs,17043,1,1
Quero,Toledo,Quero,45141,0,2
Querol,Tarragona,Querol,43120,1,2
Quesa,Valencia,Quesa,46206,1,0
Quesada,Jaén,Quesada,23073,2,2
Quicena,Huesca,Quicena,22195,2,1
Quijorna,Madrid,Quijorna,28119,3,2
Quintana de la Serena,Badajoz,Quintana de la Serena,06109,3,0
Quintana del Castillo,León,Quintana del Castillo,24123,2,1
Quintana del Marco,León,Quintana del Marco,24124,2,1
Quintana del Pidio,Burgos,Quintana del Pidio,09281,2,2
Quintana del Puente,Palencia,Quintana del Puente,34141,2,2
Quintana Redonda,Soria,Quintana Redonda,42144,3,1
Quintana y Congosto,León,Quintana y Congosto,24125,2,1
Quintanabureba,Burgos,Quintanabureba,09280,2,2
Quintanaélez,Burgos,Quintanaélez,09283,2,2
Quintanaortuño,Burgos,Quintanaortuño,09287,2,2
Quintanapalla,Burgos,Quintanapalla,09288,2,2
Quintanar de la Orden,Toledo,Quintanar de la Orden,45142,0,2
Quintanar de la Sierra,Burgos,Quintanar de la Sierra,09289,2,2
Quintanar del Rey,Cuenca,Quintanar del Rey,16175,2,2
Quintanas de Gormaz,Soria,Quintanas de Gormaz,42145,3,1
Quintanavides,Burgos,Quintanavides,09292,2,2
Quintanilla de Arriba,Valladolid,Quintanilla de Arriba,47127,3,0
Quintanilla de la Mata,Burgos,Quintanilla de la Mata,09294,2,2
Quintanilla de Onésimo,Valladolid,Quintanilla de Onésimo,47129,3,0
Quintanilla de Onsoña,Palencia,Quintanilla de Onsoña,34143,2,2
Quintanilla de Trigueros,Valladolid,Quintanilla de Trigueros,47130,3,0
Quintanilla de Urz,Zamora,Quintanilla de Urz,49170,3,2
Quintanilla del Agua y Tordueles,Burgos,Quintanilla del Agua y Tordueles,09901,2,2
Quintanilla del Coco,Burgos,Quintanilla del Coco,09295,2,2
Quintanilla del Molar,Valladolid,Quintanilla del Molar,47128,3,0
Quintanilla del Monte,Zamora,Quintanilla del Monte,49168,3,2
Quintanilla del Olmo,Zamora,Quintanilla del Olmo,49169,3,2
Quintanilla San García,Burgos,Quintanilla San García,09298,2,2
Quintanilla Vivar,Burgos,Quintanilla Vivar,09301,2,2
Quintanillas (Las),Burgos,Las Quintanillas,09297,2,2
Quintela de Leirado,Ourense,Quintela de Leirado,32066,2,2
Quinto,Zaragoza,Quinto,50222,2,1
Quiñonería,Soria,Quiñonería,42148,3,1
Quiroga,Lugo,Quiroga,27050,1,2
Quirós,Asturias,Quirós,33053,1,1
Quiruelas de Vidriales,Zamora,Quiruelas de Vidriales,49171,3,2
Quismondo,Toledo,Quismondo,45143,0,2
Rábade,Lugo,Rábade,27056,1,2
Rabanales,Zamora,Rabanales,49172,3,2
Rabanera,La Rioja,Rabanera,26121,2,2
Rabanera del Pinar,Burgos,Rabanera del Pinar,09302,2,2
Rábano,Valladolid,Rábano,47131,3,0
Rábano de Aliste,Zamora,Rábano de Aliste,49173,3,2
Rábanos,Burgos,Rábanos,09303,2,2
Rábanos (Los),Soria,Los Rábanos,42149,3,1
Rabé de las Calzadas,Burgos,Rabé de las Calzadas,09304,2,2
Rabós,Girona,Rabós,17143,1,1
Rada de Haro,Cuenca,Rada de Haro,16176,2,2
Rafal,Alicante,Rafal,03109,1,3
Ráfales,Teruel,Ráfales,44194,2,1
Rafelbunyol,Valencia,Rafelbunyol,46207,1,0
Rafelcofer,Valencia,Rafelcofer,46208,1,0
Rafelguaraf,Valencia,Rafelguaraf,46209,1,0
Ràfol d'Almúnia (El),Alicante,El Ràfol d'Almúnia,03110,1,3
Ráfol de Salem,Valencia,Ráfol de Salem,46210,1,0
Rágama,Salamanca,Rágama,37265,0,2
Rágol,Almería,Rágol,04077,1,2
Rairiz de Veiga,Ourense,Rairiz de Veiga,32067,2,2
Rajadell,Barcelona,Rajadell,08178,1,2
Ramales de la Victoria,Cantabria,Ramales de la Victoria,39057,1,1
Rambla (La),Córdoba,La Rambla,14057,2,2
Ramirás,Ourense,Ramirás,32068,2,2
Ramiro,Valladolid,Ramiro,47132,3,0
Rapariegos,Segovia,Rapariegos,40164,3,1
Rascafría,Madrid,Rascafría,28120,3,2
Rasillo de Cameros (El),La Rioja,El Rasillo de Cameros,26122,2,2
Rasines,Cantabria,Rasines,39058,1,1
Rasquera,Tarragona,Rasquera,43121,1,2
Rasueros,Ávila,Rasueros,05193,0,1
Real,Valencia,Real,46212,1,0
Real de Gandia (El),Valencia,El Real de Gandia,46211,1,0
Real de la Jara (El),Sevilla,El Real de la Jara,41080,2,0
Real de San Vicente (El),Toledo,El Real de San Vicente,45144,0,2
Real Sitio de San Ildefonso,Segovia,Real Sitio de San Ildefonso,40181,3,1
Realejos (Los),Santa Cruz de Tenerife,Los Realejos,38031,1,2
Rebollar,Soria,Rebollar,10154,3,1
Rebollar,Cáceres,Rebollar,42151,0,3
Rebolledo de la Torre,Burgos,Rebolledo de la Torre,09306,2,2
Rebollo,Segovia,Rebollo,40165,3,1
Rebollosa de Jadraque,Guadalajara,Rebollosa de Jadraque,19231,0,1
Recas,Toledo,Recas,45145,0,2
Recueja (La),Albacete,La Recueja,02066,2,2
Recuenco (El),Guadalajara,El Recuenco,19232,0,1
Recuerda,Soria,Recuerda,42152,3,1
Redal (El),La Rioja,El Redal,26123,2,2
Redecilla del Camino,Burgos,Redecilla del Camino,09307,2,2
Redecilla del Campo,Burgos,Redecilla del Campo,09308,2,2
Redonda (La),Salamanca,La Redonda,37266,0,2
Redondela,Pontevedra,Redondela,36045,1,3
Redován,Alicante,Redován,03111,1,3
Redueña,Madrid,Redueña,28121,3,2
Regencós,Girona,Regencós,17144,1,1
Regueras (Las),Asturias,Las Regueras,24127,1,1
Regueras de Arriba,León,Regueras de Arriba,33054,2,1
Regumiel de la Sierra,Burgos,Regumiel de la Sierra,09309,2,2
Reíllo,Cuenca,Reíllo,16177,2,2
Reina,Badajoz,Reina,06110,3,0
Reinosa,Cantabria,Reinosa,39059,1,1
Reinoso,Burgos,Reinoso,09310,2,2
Reinoso de Cerrato,Palencia,Reinoso de Cerrato,34146,2,2
Relleu,Alicante,Relleu,03112,1,3
Rellinars,Barcelona,Rellinars,08179,1,2
Rello,Soria,Rello,42153,3,1
Remolinos,Zaragoza,Remolinos,50223,2,1
Remondo,Segovia,Remondo,40166,3,1
Rena,Badajoz,Rena,06111,3,0
Renau,Tarragona,Renau,43122,1,2
Renedo de Esgueva,Valladolid,Renedo de Esgueva,47133,3,0
Renedo de la Vega,Palencia,Renedo de la Vega,34147,2,2
Renera,Guadalajara,Renera,19233,0,1
Renieblas,Soria,Renieblas,42154,3,1
Reocín,Cantabria,Reocín,39060,1,1
Requejo,Zamora,Requejo,49174,3,2
Requena,Valencia,Requena,46213,1,0
Requena de Campos,Palencia,Requena de Campos,34149,2,2
Respenda de la Peña,Palencia,Respenda de la Peña,34151,2,2
Retamal de Llerena,Badajoz,Retamal de Llerena,06112,3,0
Retamoso de la Jara,Toledo,Retamoso de la Jara,45146,0,2
Retascón,Zaragoza,Retascón,50224,2,1
Retiendas,Guadalajara,Retiendas,19234,0,1
Retortillo,Salamanca,Retortillo,37267,0,2
Retortillo de Soria,Soria,Retortillo de Soria,42155,3,1
Retuerta,Burgos,Retuerta,09311,2,2
Retuerta del Bullaque,Ciudad Real,Retuerta del Bullaque,13072,3,2
Reus,Tarragona,Reus,43123,1,2
Revellinos,Zamora,Revellinos,49175,3,2
Revenga de Campos,Palencia,Revenga de Campos,34152,2,2
Revilla de Collazos,Palencia,Revilla de Collazos,34154,2,2
Revilla del Campo,Burgos,Revilla del Campo,09314,2,2
Revilla Vallejera,Burgos,Revilla Vallejera,09316,2,2
Revilla y Ahedo (La),Burgos,La Revilla y Ahedo,09312,2,2
Revillarruz,Burgos,Revillarruz,09315,2,2
Reyero,León,Reyero,24129,2,1
Rezmondo,Burgos,Rezmondo,09317,2,2
Reznos,Soria,Reznos,42156,3,1
Riaguas de San Bartolomé,Segovia,Riaguas de San Bartolomé,40168,3,1
Rialp,Lleida,Rialp,25183,2,1
Rianxo,A Coruña,Rianxo,15072,1,3
Riaño,León,Riaño,24130,2,1
Riaza,Segovia,Riaza,40170,3,1
Riba (La),Tarragona,La Riba,43124,1,2
Riba de Escalote (La),Soria,La Riba de Escalote,42157,3,1
Riba de Saelices,Guadalajara,Riba de Saelices,19235,0,1
Riba-roja d'Ebre,Tarragona,Riba-roja d'Ebre,43125,1,2
Riba-roja de Túria,Valencia,Riba-roja de Túria,46214,1,0
Ribadavia,Ourense,Ribadavia,32069,2,2
Ribadedeva,Asturias,Ribadedeva,33055,1,1
Ribadeo,Lugo,Ribadeo,27051,1,2
Ribadesella,Asturias,Ribadesella,33056,1,1
Ribadumia,Pontevedra,Ribadumia,36046,1,3
Ribaforada,Navarra,Ribaforada,31208,2,2
Ribafrecha,La Rioja,Ribafrecha,26124,2,2
Ribamontán al Mar,Cantabria,Ribamontán al Mar,39061,1,1
Ribamontán al Monte,Cantabria,Ribamontán al Monte,39062,1,1
Ribas de Campos,Palencia,Ribas de Campos,34155,2,2
Ribas de Sil,Lugo,Ribas de Sil,27052,1,2
Ribatejada,Madrid,Ribatejada,28122,3,2
Ribeira,A Coruña,Ribeira,15073,1,3
Ribeira de Piquín,Lugo,Ribeira de Piquín,27053,1,2
Ribera d'Ondara,Lleida,Ribera d'Ondara,25905,2,1
Ribera d'Urgellet,Lleida,Ribera d'Urgellet,25185,2,1
Ribera de Arriba,Asturias,Ribera de Arriba,33057,1,1
Ribera del Fresno,Badajoz,Ribera del Fresno,06113,3,0
Riberos de la Cueza,Palencia,Riberos de la Cueza,34156,2,2
Ribes de Freser,Girona,Ribes de Freser,17145,1,1
Ribesalbes,Castellón,Ribesalbes,12095,1,2
Ribota,Segovia,Ribota,40171,3,1
Ricla,Zaragoza,Ricla,50225,2,1
Ricote,Murcia,Ricote,30034,1,2
Riego de la Vega,León,Riego de la Vega,24131,2,1
Riello,León,Riello,24132,2,1
Riells i Viabrea,Girona,Riells i Viabrea,17146,1,1
Rielves,Toledo,Rielves,45147,0,2
Riera de Gaià (La),Tarragona,La Riera de Gaià,43126,1,2
Rillo,Teruel,Rillo,44195,2,1
Rillo de Gallo,Guadalajara,Rillo de Gallo,19237,0,1
Rincón de la Victoria,Málaga,Rincón de la Victoria,29082,1,2
Rincón de Soto,La Rioja,Rincón de Soto,26125,2,2
Rinconada (La),Sevilla,La Rinconada,41081,2,0
Rinconada de la Sierra (La),Salamanca,La Rinconada de la Sierra,37268,0,2
Riner,Lleida,Riner,25186,2,1
Riocabado,Ávila,Riocabado,05194,0,1
Riocavado de la Sierra,Burgos,Riocavado de la Sierra,09318,2,2
Riodeva,Teruel,Riodeva,44196,2,1
Riofrío,Ávila,Riofrío,05195,0,1
Riofrío de Aliste,Zamora,Riofrío de Aliste,49176,3,2
Riofrío de Riaza,Segovia,Riofrío de Riaza,40172,3,1
Riofrío del Llano,Guadalajara,Riofrío del Llano,19238,0,1
Riogordo,Málaga,Riogordo,29083,1,2
Rioja,Almería,Rioja,04078,1,2
Riola,Valencia,Riola,46215,1,0
Riolobos,Cáceres,Riolobos,10155,0,3
Rionansa,Cantabria,Rionansa,39063,1,1
Rionegro del Puente,Zamora,Rionegro del Puente,49177,3,2
Riópar,Albacete,Riópar,02067,2,2
Riós,Ourense,Riós,32071,2,2
Riosa,Asturias,Riosa,33058,1,1
Rioseco de Soria,Soria,Rioseco de Soria,42158,3,1
Rioseco de Tapia,León,Rioseco de Tapia,24133,2,1
Riotorto,Lugo,Riotorto,27054,1,2
Riotuerto,Cantabria,Riotuerto,39064,1,1
Ripoll,Girona,Ripoll,17147,1,1
Ripollet,Barcelona,Ripollet,08180,1,2
Risco,Badajoz,Risco,06114,3,0
Riu de Cerdanya,Lleida,Riu de Cerdanya,25913,2,1
Riudarenes,Girona,Riudarenes,17148,1,1
Riudaura,Girona,Riudaura,17149,1,1
Riudecanyes,Tarragona,Riudecanyes,43127,1,2
Riudecols,Tarragona,Riudecols,43128,1,2
Riudellots de la Selva,Girona,Riudellots de la Selva,17150,1,1
Riudoms,Tarragona,Riudoms,43129,1,2
Riumors,Girona,Riumors,17151,1,1
Rivas-Vaciamadrid,Madrid,Rivas-Vaciamadrid,28123,3,2
Rivilla de Barajas,Ávila,Rivilla de Barajas,05196,0,1
Roa,Burgos,Roa,09321,2,2
Roales,Zamora,Roales,49178,3,2
Roales de Campos,Valladolid,Roales de Campos,47134,3,0
Robla (La),León,La Robla,24134,2,1
Robladillo,Valladolid,Robladillo,47135,3,0
Robleda,Salamanca,Robleda,37269,0,2
Robleda-Cervantes,Zamora,Robleda-Cervantes,49179,3,2
Robledillo de Gata,Cáceres,Robledillo de Gata,10156,0,3
Robledillo de la Jara,Madrid,Robledillo de la Jara,28124,3,2
Robledillo de la Vera,Cáceres,Robledillo de la Vera,10157,0,3
Robledillo de Mohernando,Guadalajara,Robledillo de Mohernando,19239,0,1
Robledillo de Trujillo,Cáceres,Robledillo de Trujillo,10158,0,3
Robledo,Albacete,Robledo,02068,2,2
Robledo (El),Ciudad Real,El Robledo,13901,3,2
Robledo de Chavela,Madrid,Robledo de Chavela,28125,3,2
Robledo de Corpes,Guadalajara,Robledo de Corpes,19240,0,1
Robledo del Mazo,Toledo,Robledo del Mazo,45148,0,2
Robledollano,Cáceres,Robledollano,10159,0,3
Robliza de Cojos,Salamanca,Robliza de Cojos,37270,0,2
Robregordo,Madrid,Robregordo,28126,3,2
Robres,Huesca,Robres,22197,2,1
Robres del Castillo,La Rioja,Robres del Castillo,26126,2,2
Roca de la Sierra (La),Badajoz,La Roca de la Sierra,06115,3,0
Roca del Vallès (La),Barcelona,La Roca del Vallès,08181,1,2
Rocafort,Valencia,Rocafort,46216,1,0
Rocafort de Queralt,Tarragona,Rocafort de Queralt,43130,1,2
Rociana del Condado,Huelva,Rociana del Condado,21061,1,0
Roda (La),Albacete,La Roda,02069,2,2
Roda de Andalucía (La),Sevilla,La Roda de Andalucía,41082,2,0
Roda de Berà,Tarragona,Roda de Berà,43131,1,2
Roda de Eresma,Segovia,Roda de Eresma,40173,3,1
Roda de Ter,Barcelona,Roda de Ter,08183,1,2
Rodeiro,Pontevedra,Rodeiro,36047,1,3
Ródenas,Teruel,Ródenas,44197,2,1
Rodezno,La Rioja,Rodezno,26127,2,2
Rodonyà,Tarragona,Rodonyà,43132,1,2
Roelos de Sayago,Zamora,Roelos de Sayago,49180,3,2
Rois,A Coruña,Rois,15074,1,3
Rojales,Alicante,Rojales,03113,1,3
Rojas,Burgos,Rojas,09323,2,2
Rollamienta,Soria,Rollamienta,42159,3,1
Rollán,Salamanca,Rollán,37271,0,2
Romana (La),Alicante,La Romana,03114,1,3
Romangordo,Cáceres,Romangordo,10160,0,3
Romanillos de Atienza,Guadalajara,Romanillos de Atienza,19241,0,1
Romanones,Guadalajara,Romanones,19242,0,1
Romanos,Zaragoza,Romanos,50227,2,1
Romanzado,Navarra,Romanzado,31209,2,2
Romeral (El),Toledo,El Romeral,45149,0,2
Roncal/Erronkari,Navarra,Roncal/Erronkari,31210,2,2
Ronda,Málaga,Ronda,29084,1,2
Ronquillo (El),Sevilla,El Ronquillo,41083,2,0
Roperuelos del Páramo,León,Roperuelos del Páramo,24136,2,1
Roquetas de Mar,Almería,Roquetas de Mar,04079,1,2
Roquetes,Tarragona,Roquetes,43133,1,2
Rosal (O),Pontevedra,O Rosal,36048,1,3
Rosal de la Frontera,Huelva,Rosal de la Frontera,21062,1,0
Rosalejo,Cáceres,Rosalejo,10901,0,3
Rosario (El),Santa Cruz de Tenerife,El Rosario,38032,1,2
Roses,Girona,Roses,17152,1,1
Rosinos de la Requejada,Zamora,Rosinos de la Requejada,49181,3,2
Rossell,Castellón,Rossell,12096,1,2
Rosselló,Lleida,Rosselló,25189,2,1
Rota,Cádiz,Rota,11030,1,0
Rotglà i Corberà,Valencia,Rotglà i Corberà,46217,1,0
Ròtova,Valencia,Ròtova,46218,1,0
Roturas,Valladolid,Roturas,47137,3,0
Rourell (El),Tarragona,El Rourell,43134,1,2
Royo (El),Soria,El Royo,42160,3,1
Royuela,Teruel,Royuela,44198,2,1
Royuela de Río Franco,Burgos,Royuela de Río Franco,09325,2,2
Rozalén del Monte,Cuenca,Rozalén del Monte,16181,2,2
Rozas de Madrid (Las),Madrid,Las Rozas de Madrid,28127,3,2
Rozas de Puerto Real,Madrid,Rozas de Puerto Real,28128,3,2
Rozas de Valdearroyo (Las),Cantabria,Las Rozas de Valdearroyo,39065,1,1
Rúa (A),Ourense,A Rúa,32072,2,2
Ruanes,Cáceres,Ruanes,10161,0,3
Rubena,Burgos,Rubena,09326,2,2
Rubí,Barcelona,Rubí,08184,1,2
Rubí de Bracamonte,Valladolid,Rubí de Bracamonte,47138,3,0
Rubiá,Ourense,Rubiá,32073,2,2
Rubiales,Teruel,Rubiales,44199,2,1
Rubielos de la Cérida,Teruel,Rubielos de la Cérida,44200,2,1
Rubielos de Mora,Teruel,Rubielos de Mora,44201,2,1
Rubió,Barcelona,Rubió,08185,1,2
Rubio (El),Sevilla,El Rubio,41084,2,0
Rubite,Granada,Rubite,18170,1,1
Rublacedo de Abajo,Burgos,Rublacedo de Abajo,09327,2,2
Rucandio,Burgos,Rucandio,09328,2,2
Rueda,Valladolid,Rueda,47139,3,0
Rueda de Jalón,Zaragoza,Rueda de Jalón,50228,2,1
Rueda de la Sierra,Guadalajara,Rueda de la Sierra,19243,0,1
Ruente,Cantabria,Ruente,39066,1,1
Ruesca,Zaragoza,Ruesca,50229,2,1
Ruesga,Cantabria,Ruesga,39067,1,1
Rugat,Valencia,Rugat,46219,1,0
Ruidera,Ciudad Real,Ruidera,13902,3,2
Ruiloba,Cantabria,Ruiloba,39068,1,1
Rupià,Girona,Rupià,17153,1,1
Rupit i Pruit,Barcelona,Rupit i Pruit,08901,1,2
Rus,Jaén,Rus,23074,2,2
Rute,Córdoba,Rute,14058,2,2
Sabadell,Barcelona,Sabadell,08187,1,2
Sabero,León,Sabero,24137,2,1
Sabiñán,Zaragoza,Sabiñán,50241,2,1
Sabiñánigo,Huesca,Sabiñánigo,22199,2,1
Sabiote,Jaén,Sabiote,23075,2,2
Sacañet,Castellón,Sacañet,12097,1,2
Sacecorbo,Guadalajara,Sacecorbo,19244,0,1
Saceda-Trasierra,Cuenca,Saceda-Trasierra,16185,2,2
Sacedón,Guadalajara,Sacedón,19245,0,1
Saceruela,Ciudad Real,Saceruela,13073,3,2
Sacramenia,Segovia,Sacramenia,40174,3,1
Sada,Navarra,Sada,15075,2,2
Sada,A Coruña,Sada,31212,1,3
Sádaba,Zaragoza,Sádaba,50230,2,1
Saelices,Cuenca,Saelices,16186,2,2
Saelices de la Sal,Guadalajara,Saelices de la Sal,19246,0,1
Saelices de Mayorga,Valladolid,Saelices de Mayorga,47140,3,0
Saelices el Chico,Salamanca,Saelices el Chico,37272,0,2
Sagàs,Barcelona,Sagàs,08188,1,2
Sagra,Alicante,Sagra,03115,1,3
Sagrada (La),Salamanca,La Sagrada,37273,0,2
Sagunto/Sagunt,Valencia,Sagunto/Sagunt,46220,1,0
Sahagún,León,Sahagún,24139,2,1
Sahugo (El),Salamanca,El Sahugo,37303,0,2
Sahún,Huesca,Sahún,22200,2,1
Sajazarra,La Rioja,Sajazarra,26128,2,2
Salamanca,Salamanca,Salamanca,37274,0,2
Salar,Granada,Salar,18171,1,1
Salares,Málaga,Salares,29085,1,2
Salas,Asturias,Salas,33059,1,1
Salas Altas,Huesca,Salas Altas,22201,2,1
Salas Bajas,Huesca,Salas Bajas,22202,2,1
Salas de Bureba,Burgos,Salas de Bureba,09329,2,2
Salas de los Infantes,Burgos,Salas de los Infantes,09330,2,2
Salàs de Pallars,Lleida,Salàs de Pallars,25190,2,1
Salce,Zamora,Salce,49183,3,2
Salceda de Caselas,Pontevedra,Salceda de Caselas,36049,1,3
Salcedillo,Teruel,Salcedillo,44203,2,1
Saldaña,Palencia,Saldaña,34157,2,2
Saldaña de Burgos,Burgos,Saldaña de Burgos,09332,2,2
Saldeana,Salamanca,Saldeana,37275,0,2
Saldes,Barcelona,Saldes,08190,1,2
Saldías,Navarra,Saldías,31213,2,2
Saldón,Teruel,Saldón,44204,2,1
Salduero,Soria,Salduero,42161,3,1
Salem,Valencia,Salem,46221,1,0
Sales de Llierca,Girona,Sales de Llierca,17154,1,1
Salillas,Huesca,Salillas,22203,2,1
Salillas de Jalón,Zaragoza,Salillas de Jalón,50231,2,1
Salinas,Alicante,Salinas,03116,1,3
Salinas de Oro/Jaitz,Navarra,Salinas de Oro/Jaitz,31214,2,2
Salinas de Pisuerga,Palencia,Salinas de Pisuerga,34158,2,2
Salinas del Manzano,Cuenca,Salinas del Manzano,16187,2,2
Salines (Ses),Illes Balears,Ses Salines,07059,1,2
Salinillas de Bureba,Burgos,Salinillas de Bureba,09334,2,2
Sallent,Barcelona,Sallent,08191,1,2
Sallent de Gállego,Huesca,Sallent de Gállego,22204,2,1
Salmerón,Guadalajara,Salmerón,19247,0,1
Salmeroncillos,Cuenca,Salmeroncillos,16188,2,2
Salmoral,Salamanca,Salmoral,37276,0,2
Salobral,Ávila,Salobral,05197,0,1
Salobre,Albacete,Salobre,02070,2,2
Salobreña,Granada,Salobreña,18173,1,1
