Provincia,Municipio,Localidad,Nombre,Ubicación
ZARAGOZA,Épila,ÉPILA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ÉPILA
CÁCERES,Ahigal,AHIGAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AHIGAL
CÁCERES,Alcántara,ALCÁNTARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCÁNTARA
CÁCERES,Alcuéscar,ALCUÉSCAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCUÉSCAR
CÁCERES,Aldeanueva de la Vera,ALDEANUEVA DE LA VERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ALDEANUEVA DE LA VERA
CÁCERES,Aldeanueva del Camino,ALDEANUEVA DEL CAMINO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALDEANUEVA DEL CAMINO
CÁCERES,Almaraz,ALMARAZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALMARAZ
CÁCERES,Arroyo de la Luz,ARROYO DE LA LUZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARROYO DE  LA LUZ
CÁCERES,Berzocana,BERZOCANA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BERZOCANA
CÁCERES,Bohonal de Ibor,BOHONAL DE IBOR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BOHONAL DE  IBOR
CÁCERES,Cabezuela del Valle,CABEZUELA DEL VALLE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CABEZUELA DEL VALLE
CÁCERES,Cáceres,CÁCERES,CENTRO DE URGENCIAS DE ATENCIÓN CONTINUADA (CUAC),CENTRO DE URGENCIAS NTRA. SRA. DE  LA MONTAÑA
CÁCERES,Cáceres,ALDEA MORET,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CÁCERES - ALDEA MORET
CÁCERES,Cáceres,CÁCERES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CÁCERES - SUR "SAN JORGE"
CÁCERES,Cáceres,CÁCERES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CÁCERES - NORTE "MANUEL ENCINAS"
CÁCERES,Cañaveral,CAÑAVERAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CAÑAVERAL
CÁCERES,Casar de Cáceres,CASAR DE CÁCERES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASAR DE CÁCERES
CÁCERES,Casas del Castañar,CASAS DEL CASTAÑAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASAS DEL CASTAÑAR
CÁCERES,Castañar de Ibor,CASTAÑAR DE IBOR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASTAÑAR DE  IBOR
CÁCERES,Ceclavín,CECLAVÍN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CECLAVÍN
CÁCERES,Cilleros,CILLEROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CILLEROS
CÁCERES,Coria,CORIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CORIA
CÁCERES,Deleitosa,DELEITOSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL DELEITOSA
CÁCERES,Guadalupe,GUADALUPE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GUADALUPE
CÁCERES,Hervás,HERVÁS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HERVÁS
CÁCERES,Hoyos,HOYOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HOYOS
CÁCERES,Jaraíz de la Vera,JARAÍZ DE LA VERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD JARAÍZ DE LA VERA
CÁCERES,Jarandilla de la Vera,JARANDILLA DE LA VERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL JARANDILLA DE LA VERA
CÁCERES,Logrosán,LOGROSÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LOGROSÁN
CÁCERES,Losar de la Vera,LOSAR DE LA VERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LOSAR DE LA VERA
CÁCERES,Madroñera,MADROÑERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL MADROÑERA
CÁCERES,Malpartida de Cáceres,MALPARTIDA DE CÁCERES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL MALPARTIDA DE  CÁCERES
CÁCERES,Malpartida de Plasencia,MALPARTIDA DE PLASENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL MALPARTIDA DE PLASENCIA
CÁCERES,Miajadas,MIAJADAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MIAJADAS
CÁCERES,Mohedas de Granadilla,MOHEDAS DE GRANADILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MOHEDAS DE GRANADILLA
CÁCERES,Montehermoso,MONTEHERMOSO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONTEHERMOSO
CÁCERES,Moraleja,MORALEJA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MORALEJA
CÁCERES,Navalmoral de la Mata,NAVALMORAL DE LA MATA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NAVALMORAL DE LA MATA
CÁCERES,Navas del Madroño,NAVAS DEL MADROÑO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NAVAS DEL MADROÑO
CÁCERES,Navezuelas,NAVEZUELAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL NAVEZUELAS
CÁCERES,Nuñomoral,NUÑOMORAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NUÑOMORAL
CÁCERES,Pinofranqueado,PINOFRANQUEADO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PINOFRANQUEADO
CÁCERES,Plasencia,PLASENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PLASENCIA II - SUR (SAN MIGUEL)
CÁCERES,Plasencia,PLASENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PLASENCIA I - LUIS DE TORO
CÁCERES,Plasencia,PLASENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PLASENCIA III - LA DATA
CÁCERES,Salorino,SALORINO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SALORINO
CÁCERES,Santiago de Alcántara,SANTIAGO DE ALCÁNTARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTIAGO DE  ALCÁNTARA
CÁCERES,Serradilla,SERRADILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SERRADILLA
CÁCERES,Talaván,TALAVÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TALAVÁN
CÁCERES,Talayuela,TALAYUELA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TALAYUELA
CÁCERES,Torre de Don Miguel,TORRE DE DON MIGUEL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TORRE DE  DON MIGUEL
CÁCERES,Torrecillas de la Tiesa,TORRECILLAS DE LA TIESA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL TORRECILLAS DE LA TIESA
CÁCERES,Torrejoncillo,TORREJONCILLO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TORREJONCILLO
CÁCERES,Trujillo,TRUJILLO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TRUJILLO
CÁCERES,Valdefuentes,VALDEFUENTES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALDEFUENTES
CÁCERES,Valencia de Alcántara,VALENCIA DE ALCÁNTARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALENCIA DE ALCÁNTARA
CÁCERES,Valverde del Fresno,VALVERDE DEL FRESNO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALVERDE DEL FRESNO
CÁCERES,Villanueva de la Sierra,VILLANUEVA DE LA SIERRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VILLANUEVA DE  LA SIERRA
CÁCERES,Villanueva de la Vera,VILLANUEVA DE LA VERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLANUEVA DE LA VERA
CÁCERES,Villar del Pedroso,VILLAR DEL PEDROSO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAR DEL PEDROSO
CÁCERES,Zarza de Granadilla,ZARZA DE GRANADILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ZARZA DE GRANADILLA
CÁCERES,Zorita,ZORITA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZORITA
CÁDIZ,Alcalá de los Gazules,ALCALÁ DE LOS GAZULES,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ALCALÁ DE LOS GAZULES
CÁDIZ,Alcalá del Valle,ALCALÁ DEL VALLE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALCALÁ DEL VALLE
CÁDIZ,Algar,ALGAR,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ALGAR
CÁDIZ,Algeciras,ALGECIRAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALGECIRAS - SUR SALADILLO
CÁDIZ,Algeciras,ALGECIRAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALGECIRAS CENTRO
CÁDIZ,Algodonales,ALGODONALES,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ALGODONALES
CÁDIZ,Arcos de la Frontera,JÉDULA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL JÉDULA
CÁDIZ,Arcos de la Frontera,ARCOS DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ARCOS DE LA FRONTERA
CÁDIZ,Barbate,BARBATE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD BARBATE
CÁDIZ,"Barrios, Los",BARRIOS (LOS),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LOS BARRIOS
CÁDIZ,Benalup-Casas Viejas,BENALUP,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD BENALUP
CÁDIZ,Bornos,BORNOS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL BORNOS
CÁDIZ,"Bosque, El",BOSQUE (EL),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL BOSQUE
CÁDIZ,Cádiz,CÁDIZ,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LA PAZ
CÁDIZ,Cádiz,CÁDIZ,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD OLIVILLO
CÁDIZ,Castellar de la Frontera,CASTELLAR DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL CASTELLAR DE LA FRONTERA
CÁDIZ,Chiclana de la Frontera,CHICLANA DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CHICLANA - EL LUGAR
CÁDIZ,Chipiona,CHIPIONA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CHIPIONA " DOCTOR TOLOSA LATOUR"
CÁDIZ,Conil de la Frontera,CONIL DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CONIL "LA ATALAYA"
CÁDIZ,Espera,ESPERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ESPERA
CÁDIZ,"Gastor, El",GASTOR (EL),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL GASTOR
CÁDIZ,Grazalema,GRAZALEMA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL GRAZALEMA
CÁDIZ,Jerez de la Frontera,JEREZ DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD JEREZ LA MILAGROSA
CÁDIZ,Jerez de la Frontera,LA BARCA DE LA FLORIDA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LA BARCA
CÁDIZ,Jerez de la Frontera,JEREZ DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD JEREZ CENTRO
CÁDIZ,Jimena de la Frontera,JIMENA DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD JIMENA DE LA FRONTERA
CÁDIZ,"Línea de la Concepción, La",LÍNEA DE LA CONCEPCIÓN (LA),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LA LÍNEA PONIENTE
CÁDIZ,Medina Sidonia,MEDINA-SIDONIA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD MEDINA - SIDONIA
CÁDIZ,Olvera,OLVERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD OLVERA
CÁDIZ,Paterna de Rivera,PATERNA DE RIVERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL PATERNA DE RIVERA - "GONZALO PÉREZ FABRA"
CÁDIZ,Prado del Rey,PRADO DEL REY,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL PRADO DEL REY
CÁDIZ,"Puerto de Santa María, El",PUERTO DE SANTA MARÍA (EL),SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD PUERTO SANTA MARÍA NORTE - "PINILLO CHICO"
CÁDIZ,Puerto Real,PUERTO REAL,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD PUERTO REAL
CÁDIZ,Puerto Serrano,PUERTO SERRANO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL PUERTO SERRANO
CÁDIZ,Rota,ROTA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ROTA
CÁDIZ,San Fernando,SAN FERNANDO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SAN FERNANDO - "DR CAYETANO ROLDAN"
CÁDIZ,San José del Valle,SAN JOSÉ DEL VALLE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL SAN JOSÉ DEL VALLE
CÁDIZ,San Roque,SAN ROQUE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SAN ROQUE
CÁDIZ,San Roque,SAN ENRIQUE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL SAN ENRIQUE GUADIARO
CÁDIZ,Sanlúcar de Barrameda,SANLÚCAR DE BARRAMEDA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SANLÚCAR - "BARRIO ALTO"
CÁDIZ,Setenil de las Bodegas,SETENIL DE LAS BODEGAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL SETENIL
CÁDIZ,Tarifa,TARIFA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD TARIFA
CÁDIZ,Tarifa,FACINAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL FACINAS
CÁDIZ,Trebujena,TREBUJENA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD TREBUJENA
CÁDIZ,Ubrique,UBRIQUE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD UBRIQUE
CÁDIZ,Vejer de la Frontera,VEJER DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD VEJER DE LA FRONTERA - "VIRGEN DE LA OLIVA"
CÁDIZ,Villamartín,VILLAMARTÍN,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD VILLAMARTÍN
CÁDIZ,Zahara,ZAHARA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ZAHARA DE LA SIERRA
ARABA/ÁLAVA,Agurain/Salvatierra,SALVATIERRA/AGURAIN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SALVATIERRA-AGURAIN
ARABA/ÁLAVA,Amurrio,AMURRIO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AMURRIO
ARABA/ÁLAVA,Campezo/Kanpezu,CAMPEZO/KANPEZU,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD KANPEZU-CAMPEZO
ARABA/ÁLAVA,Labastida/Bastida,LABASTIDA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LABASTIDA
ARABA/ÁLAVA,Laguardia,LAGUARDIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LAGUARDIA
ARABA/ÁLAVA,Laudio/Llodio,LAUDIO/LLODIO,PUNTO DE ATENCIÓN CONTINUADA (PAC),AMBULATORIO LLODIO
ARABA/ÁLAVA,Legutio,LEGUTIANO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LEGUTIANO
ARABA/ÁLAVA,Oyón-Oion,OYÓN-OION,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD OION
ARABA/ÁLAVA,Valdegovía/Gaubea,ESPEJO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ESPEJO
ARABA/ÁLAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),AMBULATORIO OLAGUIBEL
ARABA/ÁLAVA,Zuia,ZUIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MURGIA
ALBACETE,Albacete,ALBACETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZONA VIII
ALBACETE,Albacete,ALBACETE,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO DE URGENCIAS ALBACETE
ALBACETE,Alcadozo,ALCADOZO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCADOZO
ALBACETE,Alcaraz,ALCARAZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCARAZ
ALBACETE,Almansa,ALMANSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALMANSA
ALBACETE,Alpera,ALPERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ALPERA
ALBACETE,Balazote,BALAZOTE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BALAZOTE
ALBACETE,Bogarra,BOGARRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BOGARRA
ALBACETE,Bonete,BONETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BONETE
ALBACETE,"Bonillo, El",BONILLO (EL),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EL BONÍLLO
ALBACETE,Casas de Juan Núñez,CASAS DE JUAN NÚÑEZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASAS DE JUAN NUÑEZ
ALBACETE,Casas-Ibáñez,CASAS-IBÁÑEZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASAS IBÁÑEZ
ALBACETE,Caudete,CAUDETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAUDETE
ALBACETE,Chinchilla de Monte-Aragón,CHINCHILLA DE MONTE-ARAGÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CHINCHILLA
ALBACETE,Elche de la Sierra,ELCHE DE LA SIERRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ELCHE DE LA SIERRA
ALBACETE,Hellín,HELLÍN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HELLÍN - 2
ALBACETE,Madrigueras,MADRIGUERAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MADRIGUERAS
ALBACETE,Molinicos,MOLINICOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL MOLINICOS
ALBACETE,Munera,MUNERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MUNERA
ALBACETE,Nerpio,NERPIO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NERPIO
ALBACETE,Ontur,ONTUR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ONTUR
ALBACETE,Ossa de Montiel,OSSA DE MONTIEL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD OSSA DE MONTIEL
ALBACETE,Riópar,RIÓPAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD RIÓPAR
ALBACETE,"Roda, La",RODA (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA RODA
ALBACETE,Socovos,SOCOVOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SOCOVOS
ALBACETE,Tarazona de la Mancha,TARAZONA DE LA MANCHA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TARAZONA DE LA MANCHA
ALBACETE,Tobarra,TOBARRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TOBARRA
ALBACETE,Villamalea,VILLAMALEA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAMALEA
ALBACETE,Villarrobledo,VILLARROBLEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLARROBLEDO
ALBACETE,Yeste,YESTE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD YESTE
ALICANTE/ALACANT,Agost,AGOST,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AGOST
ALICANTE/ALACANT,Albatera,ALBATERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALBATERA
ALICANTE/ALACANT,Alcoy/Alcoi,ALCOY/ALCOI,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCOY/ALCOI- LA FÁBRICA
ALICANTE/ALACANT,"Alfàs del Pi, l'",ALFÀS DEL PI (L'),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD L' ALFÀS DEL PI
ALICANTE/ALACANT,Alicante/Alacant,ALICANTE/ALACANT,PUNTO DE ATENCIÓN SANITARIA (PAS),PAS ALACANT / ALICANTE - AAIUN
ALICANTE/ALACANT,Alicante/Alacant,ALICANTE/ALACANT,PUNTO DE ATENCIÓN SANITARIA (PAS),PAS ALICANTE SUR
ALICANTE/ALACANT,Almoradí,ALMORADÍ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALMORADÍ
ALICANTE/ALACANT,Altea,ALTEA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALTEA
ALICANTE/ALACANT,Aspe,ASPE,PUNTO DE ATENCIÓN CONTINUADA (PAC),C.S.I. ASPE
ALICANTE/ALACANT,Banyeres de Mariola,BANYERES DE MARIOLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BANYERES DE MARIOLA
ALICANTE/ALACANT,Benidorm,BENIDORM,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENIDORM - LES FOIETES
ALICANTE/ALACANT,Benidorm,BENIDORM,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL BENIDORM - RINCÓN DE LOIX
ALICANTE/ALACANT,Benilloba,BENILLOBA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENILLOBA
ALICANTE/ALACANT,Benissa,BENISSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENISSA
ALICANTE/ALACANT,Biar,BIAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BIAR
ALICANTE/ALACANT,Bigastro,BIGASTRO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BIGASTRO
ALICANTE/ALACANT,Callosa de Segura,CALLOSA DE SEGURA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CALLOSA  DE  SEGURA
ALICANTE/ALACANT,Callosa d'en Sarrià,CALLOSA D'EN SARRIÀ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CALLOSA D´ EN SARRIÁ
ALICANTE/ALACANT,Calp,CALPE/CALP,PUNTO DE ATENCIÓN CONTINUADA (PAC),C.S.I. CALP / CALPE
ALICANTE/ALACANT,"Campello, el",CAMPELLO (EL),PUNTO DE ATENCIÓN CONTINUADA (PAC),C.S.I. EL CAMPELLO
ALICANTE/ALACANT,Castalla,CASTALLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASTALLA
ALICANTE/ALACANT,Cocentaina,COCENTAINA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD COCENTAINA
ALICANTE/ALACANT,Crevillent,CREVILLENT,PUNTO DE ATENCIÓN CONTINUADA (PAC),C.S.I. CREVILLENT
ALICANTE/ALACANT,Dénia,DÉNIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),C.S.I. DÉNIA II
ALICANTE/ALACANT,Dolores,DOLORES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD DOLORES
ALICANTE/ALACANT,Elche/Elx,ELCHE/ELX,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ELX / ELCHE - CARRÚS
ALICANTE/ALACANT,Gata de Gorgos,GATA DE GORGOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GATA DE GORGOS
